Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
C0JAZ4,571533,Contains 1 GDPD domain,272,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles variegata,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles variegata,terrestrial,terrestrial
C0JAZ5,571533,Contains 1 GDPD domain,272,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles variegata,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles variegata,terrestrial,terrestrial
C0JAZ6,571533,Contains 1 GDPD domain,272,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles variegata,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles variegata,terrestrial,terrestrial
C0JAZ7,571533,Contains 1 GDPD domain,272,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles variegata,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles variegata,terrestrial,terrestrial
C0JAZ8,571533,Contains 1 GDPD domain,272,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles variegata,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles variegata,terrestrial,terrestrial
C0JB00,571528,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles rufescens,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles rufescens,terrestrial,terrestrial
C0JB01,571528,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles rufescens,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles rufescens,terrestrial,terrestrial
C0JB02,571528,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles rufescens,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles rufescens,terrestrial,terrestrial
C0JAZ9,571517,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles amazonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles amazonica,terrestrial,terrestrial
C0JB04,571528,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles rufescens,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles rufescens,terrestrial,terrestrial
Q7Z1N0,196454,Contains 1 GDPD domain,161,fragment,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),3: Inferred from homology;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
P0C2K2,58216,Arthropod phospholipase D family,40,fragment,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;,Loxosceles gaucho,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles gaucho,terrestrial,terrestrial
P0C2L0,58218,Arthropod phospholipase D family,33,fragment,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
Q7M485,6921,Arthropod phospholipase D family,35,fragment,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;,Loxosceles reclusa,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles reclusa,terrestrial,terrestrial
P69502,58216,Arthropod phospholipase D family,71,fragment,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;,Loxosceles gaucho,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles gaucho,terrestrial,terrestrial
C0JB07,571518,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles apachea,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles apachea,terrestrial,terrestrial
C0JB08,196454,Contains 1 GDPD domain,273,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
Q1W695,58218,Contains 1 GDPD domain,305,,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0009405 (pathogenesis); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004620 (phospholipase activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004620 (phospholipase activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
C0JB05,571530,Contains 1 GDPD domain,272,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles spadicea,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles spadicea,terrestrial,terrestrial
C0JB06,571533,Contains 1 GDPD domain,276,fragment,,DISULFID:2,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles variegata,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles variegata,terrestrial,terrestrial
B2KKW0,58218,Contains 1 GDPD domain,310,,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
Q8I914,58217,Contains 1 GDPD domain,311,,,DISULFID:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;,Loxosceles laeta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles laeta,terrestrial,terrestrial
C0JB10,575961,Contains 1 GDPD domain,276,fragment,,DISULFID:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sp. 4 GJB-2008,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sp. 4 GJB-2008,terrestrial,terrestrial
Q1KY80,58217,Contains 1 GDPD domain,285,,LD(50) is 565 ug/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:16759681}.,DISULFID:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles laeta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles laeta,terrestrial,terrestrial
C0JB11,575961,Contains 1 GDPD domain,278,fragment,,DISULFID:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles sp. 4 GJB-2008,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sp. 4 GJB-2008,terrestrial,terrestrial
C0JB09,196454,Contains 1 GDPD domain,275,fragment,,DISULFID:2; CARBOHYD:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
Q1KY79,58217,Contains 1 GDPD domain,285,,LD(50) is 118.5 by intraperitoneal injection into mice. {ECO:0000269|PubMed:16759681}.,DISULFID:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles laeta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles laeta,terrestrial,terrestrial
Q8I913,58217,Contains 1 GDPD domain,311,,,DISULFID:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles laeta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles laeta,terrestrial,terrestrial
C0JB12,58217,Contains 1 GDPD domain,278,fragment,,DISULFID:1,,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level;,Loxosceles laeta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles laeta,terrestrial,terrestrial
