Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q76CA0,230562,Sea anemone sodium channel inhibitory toxin family,84,,Nematoblast,LD(50) is 120 ug/kg to crabs.,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,kw_toxin,Stichodactyla gigantea,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla gigantea,marine,marine
Q564A5,6082,Hydralysin family,244,,,PD(50) is 0.103 mg/kg by injection in blowfly larvae.,,,GO:0019835 (cytolysis); GO:0019836 (hemolysis by symbiont of host red blood cells); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0019836 (hemolysis by symbiont of host red blood cells); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,,kw_toxin,Hydra viridissima,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra viridissima,terrestrial,freshwater
P00979,8620,Contains 1 BPTI/Kunitz inhibitor domain,60,,Venom,LD(50) is 38 mg/kg by intravenous injection.,,Disulfide bond:3,,,,,,both,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P60164,252780,Short scorpion toxin superfamily,37,,Venom,,,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),,both,Parabuthus villosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus villosus,terrestrial,terrestrial
Q9Y0X5,34649,,57,,Venom gland,,,,,,,,,venom_tissue,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P59849,244936,Short scorpion toxin superfamily,34,fragment,,,,,,,,,,both,Centruroides limbatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limbatus,terrestrial,terrestrial
P59867,118530,Short scorpion toxin superfamily,34,,Venom,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Heterometrus spinifer,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,Heterometrus spinifer,terrestrial,terrestrial
Q9GQW4,34649,,70,,Venom gland,,,,,,,,,venom_tissue,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q95P90,34649,,94,,Venom gland,,,Disulfide bond:3,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P04205,7446,MCD family,14,,Venom,,Amidation,Amidation:1,,,,,,venom_tissue,Vespa mandarinia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa mandarinia,terrestrial,terrestrial
P24334,8732,Snake toxin myotoxin family,51,fragment,Venom gland,,,Disulfide bond:3,,,,,,both,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
Q5YF89,33626,NGF-beta family,241,,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,venom_tissue,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q8AY53,92438,Snake toxin family,86,,Venom gland,,,Disulfide bond:4,,,,,,both,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
P01391,8649,Snake toxin family,71,,Venom,LD(50) is 0.1 mg/kg by intravenous injection.,,Disulfide bond:5,,,,,,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
Q9YGH9,8616,Snake toxin family,89,,Venom gland,,,Disulfide bond:5,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9W7K2,8673,Snake toxin family,79,,Venom gland,,,Disulfide bond:4,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
O57327,33626,Snake toxin family,83,,Liver,,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q9PUH4,29156,Phospholipase A2 family,146,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
P00608,70142,Phospholipase A2 family,119,,Venom,LD(50) is 0.025 mg/kg by intravenous injection.,,Disulfide bond:7,,,,,,kw_toxin,Notechis scutatus scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,Notechis scutatus,terrestrial,terrestrial
P82894,39682,Phospholipase A2 family,28,fragment,Venom,,,,,,,,,venom_tissue,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q9PUH9,29156,Phospholipase A2 family,147,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q98996,48068,Phospholipase A2 family,138,,Venom gland,,,Disulfide bond:7,,,,,,both,Daboia palaestinae,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia palaestinae,terrestrial,terrestrial
Q7LZQ6,8613,Phospholipase A2 family,31,fragment,Venom,,,,,,,,,both,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
Q9DF52,132961,Phospholipase A2 family,145,,Venom gland,,,Disulfide bond:7,,,,,,both,Bungarus caeruleus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus caeruleus,terrestrial,terrestrial
Q7M3V4,7447,,152,,Venom,,,,GO:0004622 (lysophospholipase activity),,,GO:0004622 (lysophospholipase activity),,both,Vespa orientalis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa orientalis,terrestrial,terrestrial
P0C1R0,291283,MCD family,12,,,,Amidation,Amidation:1,,,,,,venom_tissue,Polybia paulista,Arthropoda,Insecta,Hymenoptera,Vespidae,Polybia,Polybia paulista,terrestrial,terrestrial
P60264,29941,Long (4 C-C) scorpion toxin superfamily,29,fragment,Venom,,,,,,,,,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
Q9GYX2,34649,Long (4 C-C) scorpion toxin superfamily,85,,Venom gland,,,Disulfide bond:4,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P83406,6863,Short scorpion toxin superfamily,28,,Venom,,,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0005246 (calcium channel regulator activity),,both,Hottentotta judaicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta judaicus,terrestrial,terrestrial
P60252,190115,Scorpion calcine family,66,,Venom gland,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,both,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial,terrestrial
Q1I179,57059,Long (4 C-C) scorpion toxin superfamily,73,fragment,Venom; Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P01489,6885,Long (4 C-C) scorpion toxin superfamily,65,,,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Leiurus quinquestriatus quinquestriatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus quinquestriatus,terrestrial,terrestrial
P56612,50344,Long (4 C-C) scorpion toxin superfamily,84,,Venom; Venom gland,,Amidation,Disulfide bond:4; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),,both,Tityus stigmurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus stigmurus,terrestrial,terrestrial
Q9N682,34649,Long (4 C-C) scorpion toxin superfamily,84,,Venom gland,,,Disulfide bond:4,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q7Z1Y7,196454,Spider sphingomyelinase family,320,,Venom; Venom duct,,Glycoprotein; Zymogen,Disulfide bond:1; Glycosylation:1,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),,both,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
Q2XQ09,58218,Spider sphingomyelinase family,304,,Venom gland,,Zymogen,Disulfide bond:1,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),,both,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
P13211,8600,Endothelin/sarafotoxin family,21,,Venom,LD(50) is 0.35 mg/kg by intravenous injection.,,Disulfide bond:2,,,,,,kw_toxin,Atractaspis andersonii,Chordata,Lepidosauria,Squamata,Lamprophiidae,Atractaspis,Atractaspis andersonii,terrestrial,terrestrial
Q5D229,278061,MIT-like ACTX family,88,fragment,Venom; Venom gland,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,,venom_tissue,Hadronyche sp. 20,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche sp. 20,terrestrial,terrestrial
P01408,8618,Snake toxin family,63,,Venom,,,,,,,,,both,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P83895,272754,Spider toxin Tx3 family,46,,Venom,,,,,,,,,both,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial,terrestrial
O76199,6918,Spider toxin Tx2 family,82,,Venom gland,,,,,,,,,both,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P83904,272752,Spider toxin Tx2 family,47,,Venom,,,,,,,,,both,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial,terrestrial
P58912,163701,,24,fragment,Nematoblast,,,,,,,,,kw_toxin,Phyllodiscus semoni,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Phyllodiscus,Phyllodiscus semoni,marine,marine
P01532,6110,Sea anemone sodium channel inhibitory toxin family,47,,,,,Disulfide bond:3,,,,,,kw_toxin,Anthopleura elegantissima,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura elegantissima,marine,marine
P81658,8618,Contains 1 BPTI/Kunitz inhibitor domain,60,,Venom,,,Disulfide bond:3,,,,,,both,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P0C201,179874,,86,,Venom; Venom gland,,Amidation; Cleavage on pair of basic residues,Disulfide bond:3; Amidation:1,,,,,,both,Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,Psalmopoeus,Psalmopoeus cambridgei,terrestrial,terrestrial
P55816,38407,,58,,Venom,PD(50) is 0.71 nmol/g in lepidopteran larvae.,,,,,,,,both,Diguetia canities,Arthropoda,Arachnida,Araneae,Diguetidae,Diguetia,Diguetia canities,terrestrial,terrestrial
P80494,8620,Snake toxin family,66,,Venom,,,Disulfide bond:4,,,,,,both,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
Q07338,6950,,289,,,,,,,,,,,kw_toxin,Pyemotes tritici,Arthropoda,Arachnida,Trombidiformes,Pyemotidae,Pyemotes,Pyemotes tritici,terrestrial,terrestrial
P25676,8626,Snake toxin family,61,,Venom,LD(50) is 54 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Hemachatus haemachatus,Chordata,Lepidosauria,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,terrestrial,terrestrial
Q2XXL4,52202,Vespryn family,115,fragment,Venom gland,,,,,,,,,venom_tissue,Pogona barbata,Chordata,Lepidosauria,Squamata,Agamidae,Pogona,Pogona barbata,terrestrial,terrestrial
Q9I8X1,36307,Peptidase S1 family,258,,Venom gland,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:1,,,,,,venom_tissue,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
P81661,8724,Peptidase S1 family,232,,Venom,,Glycoprotein,Disulfide bond:6; Glycosylation:3,,,,,,venom_tissue,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q9PTT0,35670,Snake toxin family,83,,Venom gland,,,Disulfide bond:4,,,,,,both,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
Q91132,8649,Contains 1 anaphylatoxin-like domain,1642,,Venom gland,,Glycoprotein; Thioester bond,Disulfide bond:13; Glycosylation:4; Cross-link:1,,,,,,venom_tissue,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P79845,103944,CRISP family,240,,Venom gland,,,Disulfide bond:8,,,,,,both,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
Q3YEH1,89445,Conotoxin T superfamily,67,,Venom duct,,Amidation; Cleavage on pair of basic residues,Disulfide bond:2; Amidation:1,,,,,,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
Q6PN85,42752,Conotoxin T superfamily,65,,Venom duct,,Cleavage on pair of basic residues; Gamma-carboxyglutamic acid,Disulfide bond:2; Gamma-carboxyglutamic acid:1,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q9DGH9,8649,Snake toxin family,81,,Venom gland,,,Disulfide bond:4,,,,,,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P84698,348592,,34,fragment,Venom,,Amidation; Bromination; Hydroxylation,Hydroxylation:5; Amidation:1; Bromination:1,,,,,,both,Conasprella delessertii,Mollusca,Gastropoda,Neogastropoda,Conidae,Conasprella,Conasprella delessertii,marine,marine
P01445,8649,Snake toxin family,60,,Venom,LD(50) is 1.2 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P01461,8641,Snake toxin family,60,,Venom,LD(50) is 4.0 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
P0C1Y1,72279,Conotoxin A superfamily,65,,Venom duct,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Conus bandanus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bandanus,marine,marine
Q1L777,330676,Conotoxin A superfamily,38,fragment,Hepatopancreas,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Conus pergrandis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pergrandis,marine,marine
P01519,6491,Conotoxin A superfamily,15,,,,Amidation,Amidation:2; Disulfide bond:2,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P24159,6494,Conotoxin O superfamily,27,,,,,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P0C257,6492,Conotoxin I1 superfamily,46,fragment,Venom duct,,D-amino acid,D-amino acid:1,,,,,,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
Q0N4U8,97183,Conotoxin J superfamily,76,,Venom; Venom duct,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Conus planorbis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus planorbis,marine,marine
P0C195,376876,Conotoxin M superfamily,18,,Venom duct,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus kinoshitai,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus kinoshitai,marine,marine
Q5K0D5,6493,Conotoxin O superfamily,72,,Venom duct,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P58920,101291,Conotoxin O superfamily,73,,Venom; Venom duct,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
Q9XZL4,6493,Conotoxin O superfamily,72,,Venom duct,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P16338,8716,Disintegrin family,71,,Venom,,,Disulfide bond:1,,,,,,venom_tissue,Agkistrodon piscivorus piscivorus,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon piscivorus,terrestrial,terrestrial
P82656,132263,Antimicrobial peptide scorpion family,41,,Venom,,,,,,,,,venom_tissue,Hoffmannihadrurus aztecus,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Hoffmannihadrurus,Hoffmannihadrurus aztecus,terrestrial,terrestrial
P22796,8753,Contains 1 peptidase M12B domain,200,,Venom,,,Disulfide bond:3,,,,,,venom_tissue,Lachesis muta muta,Chordata,Lepidosauria,Squamata,Viperidae,Lachesis,Lachesis muta,terrestrial,terrestrial
P00989,8616,Contains 1 BPTI/Kunitz inhibitor domain,85,,Liver; Venom; Venom gland,,,Disulfide bond:4,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P0C247,278060,Spider potassium channel inhibitory toxin family,34,,,,,Disulfide bond:3,,,,,,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
Q8I0L5,34649,Short scorpion toxin superfamily,59,,Venom; Venom gland,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P24663,34647,Short scorpion toxin superfamily,37,,Venom,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P55896,6892,Short scorpion toxin superfamily,38,,Venom,LD(50) is 2 ug/kg by intracerebroventricular injection into mice.,,Disulfide bond:3,,,,,,both,Orthochirus scrobiculosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Orthochirus,Orthochirus scrobiculosus,terrestrial,terrestrial
Q9U8D2,34649,Short scorpion toxin superfamily,57,,Venom gland,,,Disulfide bond:3,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q86QV7,6878,Ergtoxin family,43,,Venom gland,,,Disulfide bond:4,,,,,,both,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
P0C1Z4,167108,,23,,Venom,,,Disulfide bond:2,,,,,,both,Opisthacanthus madagascariensis,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus madagascariensis,terrestrial,terrestrial
P23631,6924,Latrotoxin family,1401,,Venom; Venom gland,,,,,,,,,kw_toxin,Latrodectus mactans,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus mactans,terrestrial,terrestrial
P0C1Q6,7449,MCD family,14,,,,Amidation,Amidation:1,,,,,,venom_tissue,Vespa analis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa analis,terrestrial,terrestrial
P68408,202807,Melittin family,70,,Venom gland,,Amidation,Amidation:1,,,,,,both,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial,terrestrial
P61898,8656,NGF-beta family,116,,Venom,,,Disulfide bond:3,,,,,,venom_tissue,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q8AY56,92438,Snake toxin family,87,,Venom gland,,,Disulfide bond:5,,,,,,both,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
P25671,35670,Snake toxin family,71,,Venom,LD(50) is 0.10 to 0.15 mg/kg by subcutaneous injection.,,Disulfide bond:5,,,,,,both,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
P01437,8684,Snake toxin family,60,,Venom,LD(50) is 0.09 mg/kg by intramuscular injection.,,Disulfide bond:4,,,,,,both,Hydrophis lapemoides,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis lapemoides,marine,marine
Q9PSN6,33626,Snake toxin family,62,,Venom,LD(50) is 0.12 mg/kg by intravenous injection into mice.,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P43445,8616,Snake toxin family,83,,Venom gland,,,Disulfide bond:4,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P0C2D3,8702,Flavin monoamine oxidase family,27,fragment,Venom,,Glycoprotein,,,,,,,both,Eristicophis macmahoni,Chordata,Lepidosauria,Squamata,Viperidae,Eristicophis,Eristicophis macmahoni,terrestrial,terrestrial
