Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P0DKP6,101297,Conotoxin A superfamily,64,,,DISULFID:2; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine,marine
P0C8U6,93154,Conotoxin A superfamily,63,,,DISULFID:2,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
P0C8U7,93154,Conotoxin A superfamily,63,,,DISULFID:2,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
P0DPL9,6494,Conotoxin A superfamily,61,,,DISULFID:2; MOD_RES:2,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P0CH24,369967,Conotoxin A superfamily,66,fragment,,MOD_RES:3,"Synthetic peptides with carboxylated glutamate residues instead of Glu-61 and Trp-65, with an optional amidation of Thr-66 show a higher analgesic activity than morphine. {ECO:0000269|PubMed:32111068}.",GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus achatinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus achatinus,marine,marine
X5I9Y2,6491,Conotoxin A superfamily,64,,,DISULFID:2; MOD_RES:1,"Not hydroxylated; hydroxylation, on a synthetic hydroxylated GI, improves its folding but impairs its activity against target receptors.",GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P50983,35631,Conotoxin A superfamily,17,fragment,,DISULFID:4; MOD_RES:1,Not hydroxylated; hydroxylation improves its folding but impairs its activity against target receptors. {ECO:0000269|PubMed:18189422}.,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
P01521,6492,Conotoxin A superfamily,14,,,DISULFID:2; MOD_RES:1,Amidated; synthetic peptide with a C-terminus free is 6-fold less active than the amidated peptide. {ECO:0000269|PubMed:10529206}.,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
A1X8B8,101313,Conotoxin A superfamily,68,,,DISULFID:1,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),5: Uncertain;,Conus quercinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,marine,marine
C0HKF6,55423,Conotoxin A superfamily,70,,,DISULFID:2; MOD_RES:3,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus ermineus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ermineus,marine,marine
A1X8B9,101313,Conotoxin A superfamily,68,,,DISULFID:1,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),5: Uncertain;,Conus quercinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,marine,marine
Q9XZK7,6494,Conotoxin A superfamily,66,,,DISULFID:2,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P0CY78,89438,Conotoxin A superfamily,71,,,MOD_RES:1,"Contains 3 disulfide bonds (By similarity). They are not indicated here, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Conus bullatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bullatus,marine,marine
P0CY79,89438,Conotoxin A superfamily,71,,,MOD_RES:1,"Contains 3 disulfide bonds (By similarity). They are not indicated here, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Conus bullatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bullatus,marine,marine
P0CY80,89438,Conotoxin A superfamily,71,,,MOD_RES:1,"Contains 3 disulfide bonds (By similarity). They are not indicated here, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Conus bullatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bullatus,marine,marine
P0CY81,89438,Conotoxin A superfamily,59,fragment,,,"Contains 3 disulfide bonds (By similarity). They are not indicated here, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Conus bullatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bullatus,marine,marine
P0CY82,89438,Conotoxin A superfamily,53,fragment,,MOD_RES:9,"Contains 3 disulfide bonds (By similarity). They are not indicated here, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Conus bullatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bullatus,marine,marine
A3DT44,369967,Conotoxin A superfamily,41,fragment,,CARBOHYD:2; MOD_RES:3,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Conus achatinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus achatinus,marine,marine
P0CAQ2,369967,Conotoxin A superfamily,52,fragment,,MOD_RES:6,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Conus achatinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus achatinus,marine,marine
P0CAQ3,369967,Conotoxin A superfamily,53,fragment,,MOD_RES:6,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Conus achatinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus achatinus,marine,marine
P0C830,6493,Conotoxin A superfamily,34,,,CARBOHYD:1; MOD_RES:4,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P58782,55423,Conotoxin A superfamily,30,,,DISULFID:3; MOD_RES:6,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus ermineus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ermineus,marine,marine
P0C1X1,6492,Conotoxin A superfamily,79,,,CARBOHYD:2; MOD_RES:9,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P69746,89447,Conotoxin A superfamily,18,,,DISULFID:3; MOD_RES:3,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus obscurus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus obscurus,marine,marine
P0C1W9,330676,Conotoxin A superfamily,18,,,MOD_RES:2,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Conus pergrandis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pergrandis,marine,marine
P55963,41690,Conotoxin A superfamily,68,,,DISULFID:3; MOD_RES:4,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
P0CE75,89452,Conotoxin A superfamily,80,,,CARBOHYD:2; MOD_RES:6,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Conus stercusmuscarum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus stercusmuscarum,marine,marine
P0C828,6493,Conotoxin A superfamily,69,,,CARBOHYD:1; MOD_RES:5,O-linked glycan consists of Hex3-HexNAc2 pentasaccharide. {ECO:0000305|PubMed:9819194}.,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P58783,55423,Conotoxin A superfamily,30,,,MOD_RES:6,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus ermineus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ermineus,marine,marine
P0C1W8,89447,Conotoxin A superfamily,19,,,DISULFID:3; MOD_RES:3,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Conus obscurus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus obscurus,marine,marine
P0C1X0,330676,Conotoxin A superfamily,18,,,MOD_RES:2,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Conus pergrandis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pergrandis,marine,marine
