Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
D2Y208,209901,Huwentoxin-2 family,85,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2K2,209901,Huwentoxin-2 family,85,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2J9,209901,Huwentoxin-2 family,85,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y1Y8,209901,Huwentoxin-1 family,83,,Venom gland,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y233,209901,Huwentoxin-1 family,86,,Venom; Venom gland,LD(50) is 0.2 +-0.07 mg/kg by intraperitoneal injection into mice.,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y245,209901,Huwentoxin-1 family,77,fragment,Venom gland,,Disulfide bond,Disulfide bond:2,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P86824,6887,,14,fragment,Venom,,,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
A8Y7P5,343250,Contains 1 BPTI/Kunitz inhibitor domain,90,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
P00985,8626,Contains 1 BPTI/Kunitz inhibitor domain,57,,,,Disulfide bond,Disulfide bond:3,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),1: Evidence at protein level,venom_tissue,Hemachatus haemachatus,Chordata,Lepidosauria,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,terrestrial,terrestrial
Q90W98,169397,Contains 1 BPTI/Kunitz inhibitor domain,83,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,Pseudonaja textilis textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P0CAR0,129468,Contains 1 BPTI/Kunitz inhibitor domain,35,fragment,Venom,,Disulfide bond,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),1: Evidence at protein level,both,Micrurus pyrrhocryptus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus pyrrhocryptus,terrestrial,terrestrial
Q71RR4,39682,Contains 1 C-type lectin domain,152,,Venom gland,,Disulfide bond,Disulfide bond:4,GO:0007596 (blood coagulation); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0005529 (sugar binding),GO:0007596 (blood coagulation); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0005529 (sugar binding),2: Evidence at transcript level,both,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
P0C247,278060,Huwentoxin-1 family,86,,Venom; Venom gland,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1A7,278060,Huwentoxin-2 family,87,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F6,278060,Huwentoxin-1 family,74,fragment,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1J0,278060,MIT-like AcTx family,124,,Venom gland,,Disulfide bond,Disulfide bond:5,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
Q86SD8,6858,Short scorpion toxin superfamily,59,,Venom gland,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P59851,244936,Short scorpion toxin superfamily,20,fragment,,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Centruroides limbatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limbatus,terrestrial,terrestrial
Q6XLL9,190115,Short scorpion toxin superfamily,61,,Venom gland,,Amidation; Disulfide bond,Disulfide bond:4; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial,terrestrial
Q5WQZ9,190115,Long chain scorpion toxin family,95,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region),GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism),GO:0005576 (extracellular region),,2: Evidence at transcript level,venom_tissue,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial,terrestrial
Q86QV0,29941,Ergtoxin family,42,,Venom gland,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
B0VXV2,8762,Contains 1 C-type lectin domain,151,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0005576 (extracellular region); GO:0005529 (sugar binding),,GO:0005576 (extracellular region),GO:0005529 (sugar binding),2: Evidence at transcript level,venom_tissue,Sistrurus catenatus edwardsi,Chordata,Lepidosauria,Squamata,Viperidae,Sistrurus,Sistrurus catenatus,terrestrial,terrestrial
P83519,8726,Contains 1 C-type lectin domain,135,,Venom,,Disulfide bond,Disulfide bond:5,GO:0000771 (agglutination involved in conjugation); GO:0016339 (calcium-dependent cell-cell adhesion); GO:0030308 (negative regulation of cell growth); GO:0005576 (extracellular region); GO:0005534 (galactose binding),GO:0000771 (agglutination involved in conjugation); GO:0016339 (calcium-dependent cell-cell adhesion); GO:0030308 (negative regulation of cell growth),GO:0005576 (extracellular region),GO:0005534 (galactose binding),1: Evidence at protein level,venom_tissue,Bothrops jararacussu,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararacussu,terrestrial,terrestrial
P61507,278031,,25,,Venom,,Amidation,Amidation:1,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis of cells in other organism); GO:0006811 (ion transport); GO:0009405 (pathogenesis); GO:0016021 (integral to membrane); GO:0044218 (other organism cell membrane),GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis of cells in other organism); GO:0006811 (ion transport); GO:0009405 (pathogenesis),GO:0016021 (integral to membrane); GO:0044218 (other organism cell membrane),,1: Evidence at protein level,both,Hogna carolinensis,Arthropoda,Arachnida,Araneae,Lycosidae,Hogna,Hogna carolinensis,terrestrial,terrestrial
P83080,161274,Bombinin family,144,,Skin; Skin secretion,LD(50) is 8.2 mg/kg by intraperitoneal injection into mice.,Amidation; Cleavage on pair of basic residues,Amidation:2,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0044179 (hemolysis of cells in other organism); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0044179 (hemolysis of cells in other organism); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,kw_toxin,Bombina maxima,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,Bombina maxima,terrestrial,terrestrial
P0C1M4,202807,MCD family,14,,Venom,,Amidation,Amidation:1,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0044179 (hemolysis of cells in other organism); GO:0043303 (mast cell degranulation); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0044179 (hemolysis of cells in other organism); GO:0043303 (mast cell degranulation),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial,terrestrial
P68407,94128,Melittin family,70,,Venom gland,,Amidation,Amidation:1,GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006811 (ion transport); GO:0009405 (pathogenesis); GO:0016021 (integral to membrane); GO:0044218 (other organism cell membrane); GO:0004860 (protein kinase inhibitor activity),GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006811 (ion transport); GO:0009405 (pathogenesis),GO:0016021 (integral to membrane); GO:0044218 (other organism cell membrane),GO:0004860 (protein kinase inhibitor activity),2: Evidence at transcript level,both,Apis cerana cerana,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,terrestrial,terrestrial
P86170,582867,,18,,Venom,,Amidation,Amidation:1,GO:0019835 (cytolysis); GO:0050829 (defense response to Gram-negative bacterium); GO:0050830 (defense response to Gram-positive bacterium); GO:0044179 (hemolysis of cells in other organism); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0050829 (defense response to Gram-negative bacterium); GO:0050830 (defense response to Gram-positive bacterium); GO:0044179 (hemolysis of cells in other organism),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Melecta albifrons,Arthropoda,Insecta,Hymenoptera,Apidae,Melecta,Melecta albifrons,terrestrial,terrestrial
Q68Y22,36171,Pilosulin family,84,,,,,,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),GO:0042742 (defense response to bacterium),GO:0005576 (extracellular region),,2: Evidence at transcript level,venom_tissue,Myrmecia banksi,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia banksi,terrestrial,terrestrial
P86194,184542,Snake myotoxin family,42,,Venom,LD(50) is 0.06 mg/kg by intracerebroventricular injection into mice.,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Crotalus durissus cumanensis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
Q66S08,289382,Natterin family,71,,Venom gland,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0016787 (hydrolase activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0016787 (hydrolase activity),2: Evidence at transcript level,both,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine,marine
Q3HXY0,196418,NGF-beta family,243,,Venom gland,,Cleavage on pair of basic residues; Disulfide bond; Glycoprotein,Disulfide bond:3; Glycosylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008083 (growth factor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008083 (growth factor activity),2: Evidence at transcript level,both,Hoplocephalus stephensii,Chordata,Lepidosauria,Squamata,Elapidae,Hoplocephalus,Hoplocephalus stephensii,terrestrial,terrestrial
Q3HXY4,8671,NGF-beta family,239,,Venom gland,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008083 (growth factor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008083 (growth factor activity),2: Evidence at transcript level,both,Pseudechis porphyriacus,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis porphyriacus,terrestrial,terrestrial
