Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q2I2P3,89445,Contryphan family,63,,,Amidation; D-amino acid; Hydroxylation,Amidation:1; D-amino acid:1; Disulfide bond:1; Hydroxylation:1,,,,,Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
P0C1M3,202807,MCD family,13,,,Amidation,Amidation:1,,,,,Evidence at protein level,venom_tissue,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial,terrestrial
Q7ZT99,8730,CRISP family,240,,,,Disulfide bond:8,,,,,Evidence at protein level,both,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
Q6PN86,42752,Conotoxin T superfamily,64,,,Cleavage on pair of basic residues; Gamma-carboxyglutamic acid,Disulfide bond:2; Gamma-carboxyglutamic acid:1,,,,,Evidence at transcript level,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q1A3Q5,89445,Conotoxin T superfamily,62,,,Amidation; Cleavage on pair of basic residues,Disulfide bond:2; Amidation:1,,,,,Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
P60303,8649,Snake three-finger toxin family,81,,LD(50) is 1.48 mg/kg by intraperitoneal injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
Q8MMH0,135724,,109,,,,Disulfide bond:5,,,,,Evidence at protein level,venom_tissue,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial,terrestrial
P83345,195058,Snake three-finger toxin family,60,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja sagittifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sagittifera,terrestrial,terrestrial
P01446,8649,Snake three-finger toxin family,60,,"LD(50) of the glycosylated and non-glycosylated forms are 13.4 +/- 0.7 and 5.8 +/- 0.3 nmol/g by intra-abdominal injection into the cricket G.assimilis, respectively. LD(50) of the glycosylated and non-glycosylated forms are 15 +/- 1 and 0.16 +/- 0.01 uM for human HL-60 cells, respectively.",Glycoprotein,Disulfide bond:4; Glycosylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,Evidence at protein level,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P01460,8641,Snake three-finger toxin family,60,,LD(50) is 2.6 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
P56639,89437,Conotoxin A superfamily,16,,,Amidation,Disulfide bond:2; Amidation:1,,,,,Evidence at protein level,both,Conus aulicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus aulicus,marine,marine
P58928,101297,,30,,,Glycoprotein; Hydroxylation,Disulfide bond:3; Hydroxylation:3,,,,,Evidence at protein level,both,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine,marine
Q7Z0A0,61198,Conotoxin I1 superfamily,44,fragment,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P0C614,6492,Conotoxin I1 superfamily,42,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P0C2C6,41690,Conotoxin A superfamily,24,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
Q5EHP4,101306,Conotoxin M-1 superfamily,70,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus leopardus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus leopardus,marine,marine
Q5EHP3,42752,Conotoxin M-1 superfamily,71,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q9XZK9,6494,Conotoxin O superfamily,76,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P28880,6493,Conotoxin O superfamily,72,,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,Evidence at protein level,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q3YED1,42752,Conotoxin O superfamily,80,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,Evidence at transcript level,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P82465,124223,Disintegrin family,68,,,,Disulfide bond:6,,,,,Evidence at protein level,venom_tissue,Echis carinatus sochureki,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
Q76CA3,230562,Sea anemone sodium channel inhibitory toxin family,74,,LD(50) is 70 ug/kg to crabs.,Cleavage on pair of basic residues,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Stichodactyla gigantea,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla gigantea,marine,marine
P69840,270576,Grammistin family,13,,,,,,,,,Evidence at protein level,kw_toxin,Grammistes sexlineatus,Chordata,Actinopteri,Perciformes,Serranidae,Grammistes,Grammistes sexlineatus,marine,marine
P22796,8753,Snake venom metalloproteinase family,200,,,,Disulfide bond:3,,,,,Evidence at protein level,venom_tissue,Lachesis muta muta,Chordata,Lepidosauria,Squamata,Viperidae,Lachesis,Lachesis muta,terrestrial,terrestrial
P84189,6887,,25,,,,,,,,,Evidence at protein level,venom_tissue,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P82966,8665,Contains 1 BPTI/Kunitz inhibitor domain,58,,,,Disulfide bond:3,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),Evidence at protein level,venom_tissue,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q967F9,34649,Short scorpion toxin superfamily,54,,,,,,,,,Evidence at transcript level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P13487,6884,Short scorpion toxin superfamily,59,,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,Evidence at protein level,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P45696,6858,Short scorpion toxin superfamily,59,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P55928,55084,Short scorpion toxin superfamily,35,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
Q86QU0,6879,Ergtoxin family,43,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
Q1ELT9,379576,Latarcin family,88,,,,,,,,,Evidence at protein level,both,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial,terrestrial
P85030,406443,,27,,,,,,,,,Evidence at protein level,venom_tissue,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
Q7YT39,432528,Huwentoxin-1 superfamily,82,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial,terrestrial
P24331,8732,Snake toxin myotoxin family,65,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
Q66S08,289382,Natterin family,71,,,,,,,,,Evidence at transcript level,both,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine,marine
Q3HXY2,8670,NGF-beta family,242,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,Evidence at transcript level,both,Pseudechis australis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis australis,terrestrial,terrestrial
P0C555,8613,Snake three-finger toxin family,83,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
P01382,8657,Snake three-finger toxin family,73,,LD(50) is 0.56 mg/kg by intraperitoneal injection.,,Disulfide bond:5,,,,,Evidence at protein level,both,Naja oxiana,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja oxiana,terrestrial,terrestrial
Q53B56,8665,Snake three-finger toxin family,91,,,,Disulfide bond:5,,,,,Evidence at transcript level,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P32879,8678,Snake three-finger toxin family,60,,LD(50) is 0.067 mg/kg by intramuscular injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Aipysurus laevis,Chordata,Lepidosauria,Squamata,Elapidae,Aipysurus,Aipysurus laevis,marine,marine
Q2VBN9,8665,Snake three-finger toxin family,78,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q9YGC7,8628,Snake three-finger toxin family,83,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
P0C2D4,8649,Flavin monoamine oxidase family,38,fragment,,Glycoprotein,,GO:0001716 (L-amino-acid oxidase activity),,,GO:0001716 (L-amino-acid oxidase activity),Evidence at protein level,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P81236,8605,Phospholipase A2 family,119,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Acanthophis antarcticus,Chordata,Lepidosauria,Squamata,Elapidae,Acanthophis,Acanthophis antarcticus,terrestrial,terrestrial
P00621,8695,Phospholipase A2 family,119,,,,,,,,,Evidence at protein level,venom_tissue,Bitis nasicornis,Chordata,Lepidosauria,Squamata,Viperidae,Bitis,Bitis nasicornis,terrestrial,terrestrial
Q9PRG0,29156,Phospholipase A2 family,145,,,,Disulfide bond:5,,,,,Evidence at transcript level,both,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
O42190,8714,Phospholipase A2 family,124,,,,Disulfide bond:7,,,,,Evidence at transcript level,venom_tissue,Gloydius halys,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius halys,terrestrial,terrestrial
Q7SID6,36307,Phospholipase A2 family,123,,,,Disulfide bond:7,,,,,Evidence at protein level,both,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
Q92085,33626,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,Evidence at transcript level,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q9I842,8631,Phospholipase A2 family,145,,,,Disulfide bond:7,,,,,Evidence at transcript level,venom_tissue,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
Q9I837,8631,Phospholipase A2 family,145,,,,Disulfide bond:7,,,,,Evidence at transcript level,venom_tissue,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
P49121,37195,Phospholipase A2 family,137,,,,Disulfide bond:7,,,,,Evidence at protein level,both,Agkistrodon laticinctus,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon laticinctus,terrestrial,terrestrial
P00624,8730,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
P82420,118888,,19,,,,,,,,,Evidence at protein level,venom_tissue,Neoponera goeldii,Arthropoda,Insecta,Hymenoptera,Formicidae,Neoponera,Neoponera goeldii,terrestrial,terrestrial
P0C1R1,91438,MCD family,12,,,Amidation,Amidation:1,,,,,Evidence at protein level,venom_tissue,Protonectarina sylveirae,Arthropoda,Insecta,Hymenoptera,Vespidae,Protonectarina,Protonectarina sylveirae,terrestrial,terrestrial
P60215,184226,Long (4 C-C) scorpion toxin superfamily,28,fragment,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),Evidence at protein level,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P45661,6885,Short scorpion toxin superfamily,14,fragment,,,,,,,,Evidence at protein level,both,Leiurus quinquestriatus quinquestriatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus quinquestriatus,terrestrial,terrestrial
P15223,6878,Long (4 C-C) scorpion toxin superfamily,86,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
P08900,6881,Long (4 C-C) scorpion toxin superfamily,66,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Centruroides suffusus suffusus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides suffusus,terrestrial,terrestrial
Q68PH1,6879,Long (4 C-C) scorpion toxin superfamily,87,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at transcript level,both,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P59865,29941,Long (4 C-C) scorpion toxin superfamily,85,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P17728,6884,Long (4 C-C) scorpion toxin superfamily,85,,LD(50) is 250 ug/kg by subcutaneous injection to mice.,,Disulfide bond:4,,,,,Evidence at protein level,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P60270,34648,Short scorpion toxin superfamily,35,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial,terrestrial
P68724,6884,Long (4 C-C) scorpion toxin superfamily,88,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P82813,42519,Long (4 C-C) scorpion toxin superfamily,61,,LD(50) is 163 ng/100 mg of body weight of cockroach (B.germanica) and 103 ng/100 mg of body weight of blowfly larvae (S.falculata).,,Disulfide bond:4,,,,,Evidence at protein level,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P0C5S7,34649,Long (4 C-C) scorpion toxin superfamily,15,fragment,,,,,,,,Evidence at protein level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P83046,58218,Spider sphingomyelinase family,322,,,Glycoprotein; Zymogen,Disulfide bond:1; Glycosylation:1,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),Evidence at protein level,both,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
P0C2K9,58216,Spider sphingomyelinase family,9,fragment,,,,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),Evidence at protein level,both,Loxosceles gaucho,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles gaucho,terrestrial,terrestrial
P84093,6918,Omega-agatoxin superfamily,80,fragment,,,Disulfide bond:7,,,,,Evidence at protein level,both,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P83997,6918,MIT-like AcTx family,68,,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,Evidence at protein level,venom_tissue,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P29423,6918,Spider toxin Tx2 family,88,,,,Disulfide bond:5,,,,,Evidence at protein level,both,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P83746,260533,Huwentoxin-1 superfamily,35,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Theraphosa blondi,Arthropoda,Arachnida,Araneae,Theraphosidae,Theraphosa,Theraphosa blondi,terrestrial,terrestrial
A5X2W8,8762,Snake three-finger toxin family,89,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Sistrurus catenatus edwardsi,Chordata,Lepidosauria,Squamata,Viperidae,Sistrurus,Sistrurus catenatus,terrestrial,terrestrial
P01533,6108,Sea anemone sodium channel inhibitory toxin family,46,,,,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Anemonia sulcata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,marine,marine
Q5Y4Y5,293813,,70,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at transcript level,both,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial,terrestrial
P84835,378181,Huwentoxin-1 superfamily,36,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P55816,38407,Insecticidal toxin DTX family,58,,PD(50) is 0.71 nmol/g in lepidopteran larvae.,,Disulfide bond:4,,,,,Evidence at protein level,both,Diguetia canities,Arthropoda,Arachnida,Araneae,Diguetidae,Diguetia,Diguetia canities,terrestrial,terrestrial
Q75WH3,223896,,77,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Macrothele gigas,Arthropoda,Arachnida,Araneae,Macrothelidae,Macrothele,Macrothele gigas,terrestrial,terrestrial
P11060,6908,Mu-agatoxin family,37,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P49267,12944,Aptotoxin family,74,,LD(50) is 1.40 mg/kg by subcutaneous injection.,,,,,,,Evidence at protein level,both,Apomastus schlingeri,Arthropoda,Arachnida,Araneae,Euctenizidae,Apomastus,Apomastus schlingeri,terrestrial,terrestrial
P25677,8641,Snake three-finger toxin family,60,,LD(50) is 16.6 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
