Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat
P58849,89437,Conotoxin T superfamily,11,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus aulicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus aulicus,marine
P0DTJ5,2070216,Conotoxin T superfamily,71,,,,Conus bayani,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bayani,marine
Q1A3Q2,89445,Conotoxin T superfamily,68,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine
P86258,6494,Conotoxin T superfamily,14,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755)... {ECO:0000305}.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
Q9BPE6,101317,Conotoxin T superfamily,64,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus tessulatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tessulatus,marine
P69768,319920,Conotoxin T superfamily,55,fragment,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus victoriae,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,marine
P0C2B1,89427,Conotoxin T superfamily,59,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus virgo,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,marine
P86259,6494,Conotoxin T superfamily,14,,,"Tx5c is found with and without amidated Ile, tx5c-b is only found with amidated Ile and tx5c-c is only found without amidated Ile. {ECO:0000269|PubMed:22709442}.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
Q9BPE4,101317,Conotoxin T superfamily,64,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus tessulatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tessulatus,marine
P69766,319920,Conotoxin T superfamily,54,fragment,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus victoriae,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,marine
C0HKY5,101286,Conotoxin T superfamily,10,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P86264,6494,Conotoxin T superfamily,15,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755)... {ECO:0000305}.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P0DPL7,6494,Conotoxin T superfamily,15,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P0DPL4,6494,Conotoxin T superfamily,9,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P0DPL5,6494,Conotoxin T superfamily,11,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P0DPL6,6494,Conotoxin T superfamily,12,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
Q9BPH2,37335,Conotoxin T superfamily,60,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine
Q9BPF8,37335,Conotoxin T superfamily,63,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine
P0CI23,101286,Conotoxin T superfamily,11,,,,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P58808,42752,Conotoxin T superfamily,61,,,,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
P58810,42752,Conotoxin T superfamily,13,,,,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
Q9BPE9,37335,Conotoxin T superfamily,64,,,"Three isomers are found in the venom. The ribbon isomer (C1-C4, C2-C3) is the only one active towards noradrenaline transporters. {ECO:0000269|PubMed:36827103}.",Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine
P0CI22,101286,Conotoxin T superfamily,12,,,,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P58807,42752,Conotoxin T superfamily,11,,,,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
P86256,6494,Conotoxin T superfamily,12,,,Contains 2 disulfide bonds. {ECO:0000269|PubMed:19380747}.,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P86257,6494,Conotoxin T superfamily,12,,,Contains 2 disulfide bonds. {ECO:0000269|PubMed:19380747}.,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P58809,42752,Conotoxin T superfamily,61,,,,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
Q9BPH1,6494,Conotoxin T superfamily,58,,,"5 disulfide bonds are present in each homodimer: two intrachain disulfide bonds per subunit, and one interchain disulfide bond linking the two subunits.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
B2CS62,89440,,35,fragment,,Contains 4 disulfide bonds. {ECO:0000250}.,Conus caracteristicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus caracteristicus,marine
A0A0F7Z3J2,319920,Glycoprotein hormones subunit alpha family,144,,,,Conus victoriae,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,marine
A0A0F7YZI5,319920,Glycoprotein hormones subunit beta family,135,,,,Conus victoriae,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,marine
Q6HAA2,8732,,63,,,,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
P85253,379576,Cationic peptide 06 (cytoinsectotoxin) family,129,,LD(50) is 12.3 ug/g on D.melanogaster (PubMed:27287558). {ECO:0000269|PubMed:27287558}.,"Cleavage of the propeptide depends on the processing quadruplet motif (XXXR, with at least one of X being E). {ECO:0000303|PubMed:27287558}.",Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
P85254,379576,Cationic peptide 06 (cytoinsectotoxin) family,129,,,"Cleavage of the propeptide depends on the processing quadruplet motif (XXXR, with at least one of X being E). {ECO:0000303|PubMed:27287558}.",Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
P85255,379576,Cationic peptide 06 (cytoinsectotoxin) family,129,,,"Cleavage of the propeptide depends on the processing quadruplet motif (XXXR, with at least one of X being E). {ECO:0000303|PubMed:27287558}.",Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
P85256,379576,Cationic peptide 06 (cytoinsectotoxin) family,129,,,"Cleavage of the propeptide depends on the processing quadruplet motif (XXXR, with at least one of X being E). {ECO:0000303|PubMed:27287558}.",Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
P85257,379576,Cationic peptide 06 (cytoinsectotoxin) family,129,,,"Cleavage of the propeptide depends on the processing quadruplet motif (XXXR, with at least one of X being E). {ECO:0000303|PubMed:27287558}.",Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
P0CAZ2,379576,Cationic peptide 06 (cytoinsectotoxin) family,129,,,,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
P85258,379576,Cationic peptide 06 (cytoinsectotoxin) family,129,,,"Cleavage of the propeptide depends on the processing quadruplet motif (XXXR, with at least one of X being E). {ECO:0000303|PubMed:27287558}.",Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
P85259,379576,Cationic peptide 06 (cytoinsectotoxin) family,129,,,"Cleavage of the propeptide depends on the processing quadruplet motif (XXXR, with at least one of X being E). {ECO:0000303|PubMed:27287558}.",Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
P0CAZ3,379576,Cationic peptide 06 (cytoinsectotoxin) family,129,,,,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
C0HJV3,379576,Cationic peptide 06 (cytoinsectotoxin) family,69,,LD(50) is 40 ug/g in larvae of flesh fly S.carnaria. {ECO:0000269|PubMed:27287558}.,,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
C0HJV4,379576,Cationic peptide 06 (cytoinsectotoxin) family,70,,LD(50) is 40 ug/g in larvae of flesh fly S.carnaria. {ECO:0000269|PubMed:27287558}.,,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
C0HJV5,379576,Cationic peptide 06 (cytoinsectotoxin) family,79,,LD(50) is 66 ug/g in larvae of flesh fly S.carnaria. {ECO:0000269|PubMed:27287558}.,,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
C0HJV6,379576,Cationic peptide 06 (cytoinsectotoxin) family,124,,LD(50) is 75 ug/g in larvae of flesh fly S.carnaria. {ECO:0000269|PubMed:27287558}.,,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
P15222,34648,Short scorpion toxin superfamily,35,,,,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial
A0A2P1BRQ0,274700,SNTX/VTX toxin family,702,,,Intrachain disulfide bonds may be present in the heterodimer. {ECO:0000250|UniProtKB:Q98989}.,Scorpaena plumieri,Chordata,Actinopteri,Perciformes,Scorpaenidae,Scorpaena,Scorpaena plumieri,marine
A0A2P1BRP3,274700,SNTX/VTX toxin family,702,,,Intrachain disulfide bonds may be present in the heterodimer. {ECO:0000250|UniProtKB:Q91453}.,Scorpaena plumieri,Chordata,Actinopteri,Perciformes,Scorpaenidae,Scorpaena,Scorpaena plumieri,marine
P15220,34648,Short scorpion toxin superfamily,36,,,,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial
P60268,34648,Short scorpion toxin superfamily,36,,,,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial
P60269,34648,Short scorpion toxin superfamily,35,,,,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial
P60270,34648,Short scorpion toxin superfamily,35,,,,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial
P15229,42519,Short scorpion toxin superfamily,35,,,,Mesobuthus tamulus sindicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus tamulus,terrestrial
P85066,2899558,Short scorpion toxin superfamily,34,,,,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial
P86402,34648,Short scorpion toxin superfamily,35,,,,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial
P60271,190110,Short scorpion toxin superfamily,25,fragment,,,Parabuthus schlechteri,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus schlechteri,terrestrial
F1DI80,34648,Short scorpion toxin superfamily,34,,,,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial
P83400,34647,Short scorpion toxin superfamily,60,,LD(50) is 53.1 mg/kg when injected into the thoracic region of insect larvae of H.armigera. {ECO:0000269|PubMed:12297317}.,,Mesobuthus tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus tamulus,terrestrial
P55966,2899558,Short scorpion toxin superfamily,38,,,,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial
Q9BJW4,34649,Short scorpion toxin superfamily,59,,,,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial
P86436,6858,Short scorpion toxin superfamily,34,,,,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial
P01498,6860,Short scorpion toxin superfamily,35,,,,Androctonus mauritanicus mauritanicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus mauritanicus,terrestrial
P81761,34647,Short scorpion toxin superfamily,62,,,,Mesobuthus tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus tamulus,terrestrial
P59887,42519,Short scorpion toxin superfamily,36,,,,Mesobuthus tamulus sindicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus tamulus,terrestrial
P45639,6885,Short scorpion toxin superfamily,36,,,,Leiurus quinquestriatus quinquestriatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus quinquestriatus,terrestrial
P86401,34648,Short scorpion toxin superfamily,39,fragment,,,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial
Q9UAD0,34649,Short scorpion toxin superfamily,59,,,,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial
B2DCR8,31210,,1052,,LD(50) is 2 ug/kg against crabs. {ECO:0000269|PubMed:18694775}.,,Acanthosepion esculentum,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion esculentum,marine
P0DQY4,89427,,30,,,,Conus virgo,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,marine
P0DQY5,89427,,13,,,,Conus virgo,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,marine
D6C4H6,1736779,,28,,,Contains 2 disulfide bonds. {ECO:0000250}.,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine
A0A3G3C7T2,198732,,61,fragment,,Contains 2 disulfide bonds. {ECO:0000305}.,Conus amadis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus amadis,marine
P0DQY6,97191,,25,,,"Contains 2 disulfide bonds (Probable). However, cysteine pairing is not critical for peptide binding to melanocortin receptors, since peptides with different pairings have similar potency at the receptors tested (PubMed:36063022). {ECO:0000269|PubMed:36063022, ECO:0000305}.",Conus litoglyphus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litoglyphus,marine
P0DM99,1042615,,18,,,,Conus pictus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pictus,marine
P0DMA0,1042615,,18,,,,Conus pictus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pictus,marine
P0DMB3,257336,Conotoxin M superfamily,16,,,,Conus natalis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus natalis,marine
D2Y170,1736779,Conotoxin T superfamily,76,,,"Contains 2 disulfide bonds that can be either 'C1-C3, C2-C4' or 'C1-C4, C2-C3', since these disulfide connectivities have been observed for conotoxins with cysteine framework V (for examples, see AC P0DQQ7 and AC P81755). {ECO:0000305}.",Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine
