Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat
P58925,41690,Conotoxin M superfamily,73,,,"3D-structure of 3 disulfide-bond connectivities isomers is described (PIIIA-1 (C1-C5, C2-C6, C3-C4), PIIIA-2 (C1-C4, C2-C5, C3-C6) and PIIIA-3 (C1-C2, C3-C4, C5-C6)) (PubMed:22407516). Only PIIIA-2 contains the cysteine connectivity described as typical for native mu-conotoxins. However, PIIIA-1 is more potent than PIIIA-2, suggesting another possible disulfid connectivity. For this reason, both connectivities have been indicated in features. {ECO:0000269|PubMed:22407516}.",2: Evidence at transcript level;,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine
P58841,101313,Conotoxin M superfamily,15,,,,1: Evidence at protein level;,Conus quercinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,marine
P60207,89452,Conotoxin M superfamily,31,fragment,,SmIIIA' is a putative isoform where the N-terminal AA is missing.,2: Evidence at transcript level;,Conus stercusmuscarum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus stercusmuscarum,marine
P0C8V2,101315,Conotoxin M superfamily,22,,,,2: Evidence at transcript level;,Conus striolatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striolatus,marine
Q86DU6,6493,Conotoxin M superfamily,73,,,,1: Evidence at protein level;,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine
Q9BH73,6494,Conotoxin M superfamily,70,,,"Two peptides are produced from this precursor. Conotoxin tx3a-b is amidated at Cys-69, conotoxin tx3a-a has an unmodified C-terminus. {ECO:0000269|PubMed:15924437, ECO:0000269|PubMed:17042781, ECO:0000269|PubMed:19380747}.",1: Evidence at protein level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
H2BKS9,101317,Conotoxin M superfamily,67,,,,3: Inferred from homology;,Conus tessulatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tessulatus,marine
P0C350,6495,Conotoxin M superfamily,22,,,,1: Evidence at protein level;,Conus tulipa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,marine
C0HKY6,101286,Conotoxin M superfamily,16,,,,1: Evidence at protein level;,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
C1J5M6,89438,Conotoxin M superfamily,78,,,,1: Evidence at protein level;,Conus bullatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bullatus,marine
P0C1U0,101297,Conotoxin M superfamily,25,,,,1: Evidence at protein level;,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
P01524,6491,Conotoxin M superfamily,22,,,,1: Evidence at protein level;,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine
P0C1N0,42752,Conotoxin M superfamily,19,,,,1: Evidence at protein level;,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
P0CH16,505247,Conotoxin M superfamily,22,,,,1: Evidence at protein level;,Conus parius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus parius,marine
P58842,101313,Conotoxin M superfamily,15,,,,1: Evidence at protein level;,Conus quercinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,marine
P0C8V3,101315,Conotoxin M superfamily,23,,,,1: Evidence at protein level;,Conus striolatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striolatus,marine
P0CE77,6493,Conotoxin M superfamily,20,,,,1: Evidence at protein level;,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine
P0C1N8,6494,Conotoxin M superfamily,68,,,,1: Evidence at protein level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
C0HKY7,101286,Conotoxin M superfamily,17,,,,1: Evidence at protein level;,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
C1J5M7,89438,Conotoxin M superfamily,80,,,,1: Evidence at protein level;,Conus bullatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bullatus,marine
P0DP11,101301,Conotoxin M superfamily,14,,,Contains 3 disulfide bonds. {ECO:0000269|PubMed:25420928}.,1: Evidence at protein level;,Conus figulinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus figulinus,marine
P05482,6491,Conotoxin M superfamily,22,,,,1: Evidence at protein level;,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine
P0C424,42752,Conotoxin M superfamily,16,,,,1: Evidence at protein level;,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
P58846,6494,Conotoxin M superfamily,65,,,,1: Evidence at protein level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
C0HKY8,101286,Conotoxin M superfamily,16,,,,1: Evidence at protein level;,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P0DKP9,101297,Conotoxin M superfamily,20,,,,1: Evidence at protein level;,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
P0C1N1,42752,Conotoxin M superfamily,67,,,,1: Evidence at protein level;,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
C0HKY9,101286,Conotoxin M superfamily,16,,,,1: Evidence at protein level;,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P0DKQ0,101297,Conotoxin M superfamily,73,,,,1: Evidence at protein level;,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
Q5EHP3,42752,Conotoxin M superfamily,71,,,,1: Evidence at protein level;,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
P0C7I1,505247,Conotoxin M superfamily,74,,,,1: Evidence at protein level;,Conus parius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus parius,marine
P56529,41690,Conotoxin M superfamily,75,,,,1: Evidence at protein level;,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine
C0HKZ0,101286,Conotoxin M superfamily,16,,,,1: Evidence at protein level;,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P0DKQ1,101297,Conotoxin M superfamily,22,,,,1: Evidence at protein level;,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
P0C425,42752,Conotoxin M superfamily,71,,,,1: Evidence at protein level;,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
P60245,41690,Conotoxin M superfamily,24,,,,1: Evidence at protein level;,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine
P0DKQ2,101297,Conotoxin M superfamily,73,,,,1: Evidence at protein level;,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
P0C1N5,42752,Conotoxin M superfamily,68,,,,1: Evidence at protein level;,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
C0HKZ3,101286,Conotoxin M superfamily,16,,,,1: Evidence at protein level;,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P0CG45,61198,Conotoxin M superfamily,25,,,,1: Evidence at protein level;,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine
P69769,61198,Conotoxin M superfamily,75,,,,2: Evidence at transcript level;,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine
Q9BPJ7,6494,Conotoxin M superfamily,68,,,Contains 3 disulfide bonds.,1: Evidence at protein level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
Q9BP44,89451,Conotoxin M superfamily,48,fragment,,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",2: Evidence at transcript level;,Conus arenatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus arenatus,marine
Q9BP55,37335,Conotoxin M superfamily,41,fragment,,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",2: Evidence at transcript level;,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine
P58926,37335,Conotoxin M superfamily,17,,,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",1: Evidence at protein level;,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine
P58927,37335,Conotoxin M superfamily,70,,,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",1: Evidence at protein level;,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine
P86262,6494,Conotoxin M superfamily,17,,,Contains 3 disulfide bonds.,1: Evidence at protein level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P0DP12,101301,Conotoxin T family,13,,,,1: Evidence at protein level;,Conus figulinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus figulinus,marine
P86263,6494,Conotoxin M superfamily,19,,,Contains 3 disulfide bonds.,1: Evidence at protein level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
B6V6L0,35631,Conotoxin M superfamily,81,,,,2: Evidence at transcript level;,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine
D6C4L2,1736779,Conotoxin O1 superfamily,80,,,,3: Inferred from homology;,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine
D6C4L3,1736779,Conotoxin O1 superfamily,67,,,,3: Inferred from homology;,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine
D6C4L4,1736779,Conotoxin O1 superfamily,67,,,,3: Inferred from homology;,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine
D6C4L5,1736779,Conotoxin O1 superfamily,67,,,,3: Inferred from homology;,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine
D6C4L6,1736779,Conotoxin O1 superfamily,67,,,,3: Inferred from homology;,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine
D6C4L7,1736779,Conotoxin O1 superfamily,67,,,,3: Inferred from homology;,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine
P0DKQ3,101297,Conotoxin M superfamily,26,,,,1: Evidence at protein level;,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
P0DKQ4,101297,Conotoxin M superfamily,26,,,,1: Evidence at protein level;,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
P0DKQ5,101297,Conotoxin M superfamily,26,,,,1: Evidence at protein level;,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
P0DKQ6,101297,Conotoxin O1 superfamily,35,,,,1: Evidence at protein level;,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
D6C4L8,1736779,Conotoxin M superfamily,70,,,,3: Inferred from homology;,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine
P0C260,101318,,14,,,,1: Evidence at protein level;,Conus planorbis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus planorbis,marine
P85016,101314,Conotoxin M superfamily,17,,,"Contains 3 disulfide bonds (By similarity). They are not indicated here, since framework III presents two different connectivities (I-IV, II-V, III-VI and I-V, II-VI, III-IV). {ECO:0000250, ECO:0000305}.",1: Evidence at protein level;,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine
P85023,101314,Conotoxin M superfamily,17,,,,1: Evidence at protein level;,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine
D5L5Q7,101318,Conotoxin M superfamily,67,,,,1: Evidence at protein level;,Conus planorbis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus planorbis,marine
D5L5Q8,101318,Conotoxin M superfamily,65,fragment,,,2: Evidence at transcript level;,Conus planorbis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus planorbis,marine
P85021,101314,Conotoxin M superfamily,15,,,,1: Evidence at protein level;,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine
P85022,101314,Conotoxin M superfamily,15,,,,1: Evidence at protein level;,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine
P85017,101314,Conotoxin M superfamily,17,,,,1: Evidence at protein level;,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine
P85018,101314,Conotoxin M superfamily,19,,,,1: Evidence at protein level;,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine
P85019,101314,Conotoxin M superfamily,13,,,,1: Evidence at protein level;,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine
P85020,101314,Conotoxin M superfamily,17,,,,1: Evidence at protein level;,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine
Q2I2P8,89445,Conotoxin M superfamily,83,,,"Authors of PubMed:25600641 studied the activity of this peptide with the C-terminal Arg residue, which is probably cleaved in the native peptide. {ECO:0000305|PubMed:16908117}.",3: Inferred from homology;,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine
P84713,351660,,13,,,,1: Evidence at protein level;,Conus monile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus monile,marine
P0DOZ9,1945508,,17,,,Contains 2 disulfide bonds. {ECO:0000305|PubMed:27801785}.,1: Evidence at protein level;,Conus asiaticus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus asiaticus,marine
Q9U648,6494,Conotoxin O1 superfamily,76,,,,2: Evidence at transcript level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
D5KR59,1736779,Conotoxin O1 superfamily,65,,,Contains 2 disulfide bonds. {ECO:0000250}.,2: Evidence at transcript level;,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine
Q5K0D6,6493,Conotoxin O1 superfamily,78,,,,2: Evidence at transcript level;,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine
Q5K0D5,6493,Conotoxin O1 superfamily,72,,,,2: Evidence at transcript level;,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine
Q5K0B8,35631,Conotoxin O1 superfamily,78,,,,2: Evidence at transcript level;,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine
P0C902,101306,Conotoxin O1 superfamily,79,,,,3: Inferred from homology;,Conus leopardus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus leopardus,marine
Q5K0D1,89431,Conotoxin O1 superfamily,79,,,,2: Evidence at transcript level;,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine
Q9XYZ1,93154,Conotoxin O1 superfamily,74,,,,2: Evidence at transcript level;,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine
Q5K0B9,35631,Conotoxin O1 superfamily,80,,,,2: Evidence at transcript level;,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine
P0C903,101306,Conotoxin O1 superfamily,73,,,,3: Inferred from homology;,Conus leopardus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus leopardus,marine
Q5K0D8,6493,Conotoxin O1 superfamily,78,,,,2: Evidence at transcript level;,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine
Q9XZK9,6494,Conotoxin O1 superfamily,76,,,,2: Evidence at transcript level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
Q5K0C9,89431,Conotoxin O1 superfamily,79,,,,2: Evidence at transcript level;,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine
Q3YED5,42752,Conotoxin O1 superfamily,76,,,,2: Evidence at transcript level;,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
Q3YEF1,42752,Conotoxin O1 superfamily,88,,,,2: Evidence at transcript level;,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
Q5K0C0,35631,Conotoxin O1 superfamily,81,,,,2: Evidence at transcript level;,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine
P0C904,101306,Conotoxin O1 superfamily,75,,,,3: Inferred from homology;,Conus leopardus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus leopardus,marine
Q9XZK2,6493,Conotoxin O1 superfamily,71,,LD(50) is >16 mg/kg by intramuscular injection into goldfish (C.carassius). {ECO:0000269|PubMed:26344359}.,,1: Evidence at protein level;,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine
Q9XZL0,6494,Conotoxin O1 superfamily,76,,,,2: Evidence at transcript level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
Q5K0C7,89427,Conotoxin O1 superfamily,79,,,,2: Evidence at transcript level;,Conus virgo,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,marine
Q3YEG4,69564,Conotoxin O1 superfamily,74,,,,2: Evidence at transcript level;,Conus miles,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus miles,marine
Q9U651,6494,Conotoxin O1 superfamily,76,,,,2: Evidence at transcript level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
Q3YEG7,89764,Conotoxin O1 superfamily,80,,,,2: Evidence at transcript level;,Conus betulinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus betulinus,marine
Q3YEG6,89426,Conotoxin O1 superfamily,77,,,,2: Evidence at transcript level;,Conus lividus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus lividus,marine
Q3YEG3,69564,Conotoxin O1 superfamily,82,,,,2: Evidence at transcript level;,Conus miles,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus miles,marine
Q9U650,6494,Conotoxin O1 superfamily,75,,,,2: Evidence at transcript level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P0C905,101306,Conotoxin O1 superfamily,79,,,,3: Inferred from homology;,Conus leopardus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus leopardus,marine
Q9XZK3,6493,Conotoxin O1 superfamily,78,,,,2: Evidence at transcript level;,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine
Q9XZL1,6494,Conotoxin O1 superfamily,81,,,,2: Evidence at transcript level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
Q9U654,6494,Conotoxin O1 superfamily,76,,,,2: Evidence at transcript level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
Q5K0C1,35631,Conotoxin O1 superfamily,78,,,,2: Evidence at transcript level;,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine
Q9XZK4,6493,Conotoxin O1 superfamily,77,,,,2: Evidence at transcript level;,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine
Q9XZL2,6494,Conotoxin O1 superfamily,76,,,,2: Evidence at transcript level;,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P0C8V5,369967,Conotoxin O1 superfamily,83,,,,1: Evidence at protein level;,Conus achatinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus achatinus,marine
P0CB09,97188,Conotoxin O1 superfamily,78,,,,2: Evidence at transcript level;,Conus ammiralis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ammiralis,marine
