Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
P60274,Conus geographus (Geography cone) (Nubecula geographus),6491,Conotoxin A superfamily,66,,,"An amidation of Cys-63 increases potency against alpha-7/CHRNA7 (2.6-fold) and alpha-3-beta-2/CHRNA3-CHRNB2 (2-fold) nAChR. On the other hand, the peptide has no more activity on alpha-4-beta-2/CHRNA4- CHRNB2 nAChR with an amidated Cys-63. {ECO:0000269|PubMed:19098004}.",GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P85010,Conus regius (Crown cone),101314,Conotoxin A superfamily,12,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
K8DWB5,Conus textile (Cloth-of-gold cone),6494,Conotoxin A superfamily,37,fragment,,"Unmodified Met-32 is essential for toxin binding to rat alpha-3- beta-4/CHRNA3-CHRNB4 nAChR. An oxidation of this methionine provokes a 13.3-fold decrease in inhibitory potency (IC(50)=245 nM instead of 18 nM). Owing to its potent activity, derivatives of this toxin have a potential in the development of a novel drug. Unfortunately, the oxidation of the methionine is readily to happen during toxin synthesis and oxidation steps as well as under oxidative environment in vivo, which should still be considered to find a solution to this major drawback. {ECO:0000269|PubMed:29925760}.",GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P0DKP7,Conus consors (Singed cone),101297,Conotoxin A superfamily,61,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
P85011,Conus regius (Crown cone),101314,Conotoxin A superfamily,12,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P85012,Conus regius (Crown cone),101314,Conotoxin A superfamily,13,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P0DKP8,Conus consors (Singed cone),101297,Conotoxin A superfamily,50,fragment,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
C0HJA8,Conus regius (Crown cone),101314,Conotoxin A superfamily,23,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P0DKP6,Conus consors (Singed cone),101297,Conotoxin A superfamily,64,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;
P0C8U6,Conus pulicarius (Flea-bitten cone),93154,Conotoxin A superfamily,63,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;
P0C8U7,Conus pulicarius (Flea-bitten cone),93154,Conotoxin A superfamily,63,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;
P0DPL9,Conus textile (Cloth-of-gold cone),6494,Conotoxin A superfamily,61,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P0CH24,Conus achatinus (Little frog cone),369967,Conotoxin A superfamily,66,fragment,,"Synthetic peptides with carboxylated glutamate residues instead of Glu-61 and Trp-65, with an optional amidation of Thr-66 show a higher analgesic activity than morphine. {ECO:0000269|PubMed:32111068}.",GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
X5I9Y2,Conus geographus (Geography cone) (Nubecula geographus),6491,Conotoxin A superfamily,64,,,"Not hydroxylated; hydroxylation, on a synthetic hydroxylated GI, improves its folding but impairs its activity against target receptors.",GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P50983,Conus imperialis (Imperial cone),35631,Conotoxin A superfamily,17,fragment,,C-terminal amidation facilitates folding and correct disulfide pairing. {ECO:0000269|PubMed:16161170}.,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P01521,Conus magus (Magical cone),6492,Conotoxin A superfamily,14,,,Amidated; synthetic peptide with a C-terminus free is 6-fold less active than the amidated peptide. {ECO:0000269|PubMed:10529206}.,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
A1X8B8,Conus quercinus (Oak cone),101313,Conotoxin A superfamily,68,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),5: Uncertain;
P15471,Conus striatus (Striated cone),6493,Conotoxin A superfamily,64,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
C0HKF6,Conus ermineus (Agate cone) (Chelyconus ermineus),55423,Conotoxin A superfamily,70,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;
A1X8B9,Conus quercinus (Oak cone),101313,Conotoxin A superfamily,68,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),5: Uncertain;
Q9XZK7,Conus textile (Cloth-of-gold cone),6494,Conotoxin A superfamily,66,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;
P0CY78,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,71,,,"Contains 3 disulfide bonds (By similarity). They are not indicated here, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P0CY79,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,71,,,"Contains 3 disulfide bonds (By similarity). They are not indicated here, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P0CY80,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,71,,,"Contains 3 disulfide bonds (By similarity). They are not indicated here, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P0CY81,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,59,fragment,,"Contains 3 disulfide bonds (By similarity). They are not indicated here, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
P0CY82,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,53,fragment,,Contains 3 disulfide bonds. {ECO:0000250|UniProtKB:P0DQY7}.,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),2: Evidence at transcript level;
A3DT44,Conus achatinus (Little frog cone),369967,Conotoxin A superfamily,41,fragment,,Contains 3 disulfide bonds. {ECO:0000250|UniProtKB:P0DQY7}.,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;
P0CAQ2,Conus achatinus (Little frog cone),369967,Conotoxin A superfamily,52,fragment,,Contains 3 disulfide bonds. {ECO:0000250|UniProtKB:P0DQY7}.,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;
P0CAQ3,Conus achatinus (Little frog cone),369967,Conotoxin A superfamily,53,fragment,,Contains 3 disulfide bonds. {ECO:0000250|UniProtKB:P0DQY7}.,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;
P0C830,Conus striatus (Striated cone),6493,Conotoxin A superfamily,34,,,Contains 3 disulfide bonds. {ECO:0000250|UniProtKB:P0DQY7}.,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;
P58782,Conus ermineus (Agate cone) (Chelyconus ermineus),55423,Conotoxin A superfamily,30,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P0C1X1,Conus magus (Magical cone),6492,Conotoxin A superfamily,79,,,Contains 3 disulfide bonds. {ECO:0000250|UniProtKB:P0DQY7}.,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P69746,Conus obscurus (Obscure cone) (Conus halitropus),89447,Conotoxin A superfamily,18,,,,GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;
P0C1W9,Conus pergrandis (Grand cone),330676,Conotoxin A superfamily,18,,,"Contains 3 disulfide bonds (By similarity). They are not added, since framework IV presents two different connectivities (I-V, II-III, IV-VI and I-III, II-V, IV-VI). {ECO:0000250}.",GO:0005576 (extracellular region); GO:0035792 (host cell postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;
