Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
Q9YGC4,Laticauda laticaudata (Blue-ringed sea krait),8630,Snake toxin family,83,,,DISULFID:4,,,,
Q9YHU9,Naja atra (Chinese cobra),8656,Snake toxin family,62,,,DISULFID:4,,,,
P01420,Naja haje annulifera (Banded Egyptian cobra),8641,Snake toxin family,61,,LD(50) is 5.0 mg/kg by subcutaneous injection.,DISULFID:4,,,,
P01432,Naja mossambica (Mozambique cobra),8644,Snake toxin family,62,,LD(50) is 0.05 mg/kg by subcutaneous injection.,DISULFID:4,,,,
Q9PSN6,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,62,,LD(50) is 0.12 mg/kg by intravenous injection into mice.,DISULFID:4,,,,
Q9W7K0,Pseudonaja textilis (Eastern brown snake),8673,Snake toxin family,79,,,DISULFID:4,,,,
P19960,Aipysurus laevis (Olive sea snake),8678,Snake toxin family,81,,,DISULFID:4,,,,
Q9YGX0,Laticauda colubrina (Yellow-lipped sea krait),8628,Snake toxin family,83,,,DISULFID:4,,,,
Q9YGW8,Laticauda laticaudata (Blue-ringed sea krait),8630,Snake toxin family,83,,,DISULFID:4,,,,
Q9YHV0,Naja atra (Chinese cobra),8656,Snake toxin family,61,,,DISULFID:4,,,,
P01421,Naja haje annulifera (Banded Egyptian cobra),8641,Snake toxin family,61,,LD(50) is 62.5 mg/kg by subcutaneous injection.,DISULFID:4,,,,
Q9W7J9,Pseudonaja textilis (Eastern brown snake),8673,Snake toxin family,79,,,DISULFID:3,,,,
P62389,Enhydrina schistosa (Beaked sea snake) (Common sea snake),8682,Snake toxin family,60,,,DISULFID:4,,,,
Q9YGC7,Laticauda colubrina (Yellow-lipped sea krait),8628,Snake toxin family,83,,,DISULFID:4,,,,
P60772,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,61,,LD(50) is 0.07 mg/kg by intravenous injection into mice.,DISULFID:4,,,,
Q9W7J7,Pseudonaja textilis (Eastern brown snake),8673,Snake toxin family,79,,,DISULFID:4,,,,
Q9W7J6,Pseudonaja textilis (Eastern brown snake),8673,Snake toxin family,79,,,DISULFID:4,,,,
Q9YGJ6,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,83,,,DISULFID:4,,,,
Q9YGJ5,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,83,,,DISULFID:4,,,,
O57326,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,83,,,DISULFID:4,,,,
O57327,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,83,,,DISULFID:4,,,,
P68414,Acalyptophis peronii (Sea snake),8676,Snake toxin family,60,,"LD(50) is 0.170 mg/kg by intravenous injection into mice for the minor toxin, and 0.125 mg/kg for the major toxin.",DISULFID:4,,,,
P25495,Laticauda crockeri (Crocker's sea krait),8629,Snake toxin family,62,,,DISULFID:4,,,,
P60775,Laticauda semifasciata (Broad-banded blue sea snake) (Erabu sea snake),8631,Snake toxin family,83,,LD(50) is 0.15 mg/kg by intramuscular injection.,DISULFID:4,,,,
P62388,Pelamis platurus (Yellow-bellied sea snake) (Pelagic sea snake),8688,Snake toxin family,60,,LD(50) is 0.07 mg/kg by intraperitoneal injection for pelamitoxin A.,DISULFID:4,,,,
P25496,Laticauda crockeri (Crocker's sea krait),8629,Snake toxin family,62,,,DISULFID:4,,,,
P10459,Laticauda laticaudata (Blue-ringed sea krait),8630,Snake toxin family,83,,,DISULFID:4,,,,
Q90VW1,Laticauda semifasciata (Broad-banded blue sea snake) (Erabu sea snake),8631,Snake toxin family,83,,LD(50) is 0.15 mg/kg by intramuscular injection.,DISULFID:4,,,,
P59275,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Snake toxin family,61,,LD(50) is 400 mg/kg by intraperitoneal injection.,DISULFID:4,,,,
P10455,Laticauda colubrina (Yellow-lipped sea krait),8628,Snake toxin family,83,,,DISULFID:4,,,,
P10458,Laticauda crockeri (Crocker's sea krait),8629,Snake toxin family,62,,,DISULFID:4,,,,
P10460,Laticauda laticaudata (Blue-ringed sea krait),8630,Snake toxin family,62,,,DISULFID:4,,,,
Q7T2I5,Laticauda semifasciata (Broad-banded blue sea snake) (Erabu sea snake),8631,Snake toxin family,83,,LD(50) is 0.15 mg/kg by intramuscular injection.,DISULFID:4,,,,
P59276,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Snake toxin family,61,,LD(50) is 80 mg/kg by intraperitoneal injection.,DISULFID:4,,,,
P10456,Laticauda colubrina (Yellow-lipped sea krait),8628,Snake toxin family,83,,,DISULFID:4,,,,
Q9YGI0,Bungarus multicinctus (Many-banded krait),8616,Snake toxin family,86,,,DISULFID:4,,,,
Q9YGI8,Bungarus multicinctus (Many-banded krait),8616,Snake toxin family,86,,,DISULFID:4,,,,
P43445,Bungarus multicinctus (Many-banded krait),8616,Snake toxin family,83,,,DISULFID:4,,,,
Q9W6X0,Naja atra (Chinese cobra),8656,Snake toxin family,82,,,DISULFID:4,,,,
Q9PTT0,Naja naja (Indian cobra),35670,Snake toxin family,83,,,DISULFID:4,,,,
P59072,Pseudonaja textilis (Eastern brown snake),8673,Snake toxin family,11,fragment,LD(50) is 0.84 mg/kg by intravenous injection.,,,,,
P59073,Pseudonaja textilis (Eastern brown snake),8673,Snake toxin family,15,fragment,LD(50) is 0.80 mg/kg by intravenous injection.,,,,,
P83234,Ophiophagus hannah (King cobra) (Naja hannah),8665,Contains 1 B30,107,,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),,
P83313,Opistophthalmus carinatus (African yellow leg scorpion),190115,Antimicrobial peptide scorpion family,44,,,,,,,
P83314,Opistophthalmus carinatus (African yellow leg scorpion),190115,Antimicrobial peptide scorpion family,44,,,,,,,
P83952,Oxyuranus microlepidotus (Inland taipan),111177,Contains 1 WAP-type domain,50,,,DISULFID:4,,,,
P81382,Agkistrodon rhodostoma (Malayan pit viper) (Calloselasma rhodostoma),8717,Flavin monoamine oxidase family,516,,,CARBOHYD:2,,,,
O93364,Crotalus adamanteus (Eastern diamondback rattlesnake),8729,Flavin monoamine oxidase family,516,,,CARBOHYD:1,Glycosylated.,,,
P56742,Crotalus atrox (Western diamondback rattlesnake),8730,Flavin monoamine oxidase family,20,fragment,,,,,,
P81383,Ophiophagus hannah (King cobra) (Naja hannah),8665,Flavin monoamine oxidase family,19,fragment,,,Glycosylated.,,,
P81375,Vipera lebetina (Elephant snake) (Leventine viper),8709,Flavin monoamine oxidase family,27,fragment,,,,,,
Q8UW08,Lapemis hardwickii (Hardwick's sea snake),8781,Phospholipase A2 family,146,,,DISULFID:7,,,,
Q9PUH4,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,146,,,DISULFID:7,,,,
Q9PUH3,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,146,,,DISULFID:7,,,,
Q9PUH2,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,146,,,DISULFID:7,,,,
Q9PUH1,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,146,,,DISULFID:7,,,,
Q9PUH0,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,146,,,DISULFID:7,,,,
Q9PUG9,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,144,,,DISULFID:7,,,,
Q9PUG8,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,152,,,DISULFID:6,This enzyme lacks one of the seven disulfide bonds found in similar PA2 proteins.,,,
Q9PUG7,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,152,,,DISULFID:7,,,,
P04417,Agkistrodon halys blomhoffi (Mamushi) (Gloydius blomhoffii),242054,Phospholipase A2 family,122,,,DISULFID:7,,,,
P59359,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,145,,,DISULFID:7,,,,
P20474,Bothrops asper (Terciopelo),8722,Phospholipase A2 family,122,,,DISULFID:7,,,,
P82114,Bothrops moojeni (Lance-headed viper) (Caissaca),98334,Phospholipase A2 family,121,,,DISULFID:7,,,,
P58399,Bothrops pirajai (Piraja's lance head),113192,Phospholipase A2 family,121,,LD(50) is 8 mg/kg by intraperitoneal injection.,DISULFID:7,,,,
Q8QFW4,Bungarus caeruleus (Indian krait),132961,Phospholipase A2 family,147,,,DISULFID:7,,,,
P00617,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,147,,LD(50) is 0.019 mg/kg by intraperitoneal injection in beta-1 bungarotoxin and 0.028 mg/kg in beta-2.,DISULFID:7,,,,
P19000,Laticauda laticaudata (Blue-ringed sea krait),8630,Phospholipase A2 family,145,,,DISULFID:7,,,,
P00611,Laticauda semifasciata (Broad-banded blue sea snake) (Erabu sea snake),8631,Phospholipase A2 family,145,,,DISULFID:7,,,,
P24644,Maticora bivirgata (Long-glanded coral snake) (Calliophis bivirgata),8633,Phospholipase A2 family,38,,,,,,,
P21790,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,Phospholipase A2 family,27,,,,,,,
P80966,Ophiophagus hannah (King cobra) (Naja hannah),8665,Phospholipase A2 family,151,,,DISULFID:7,,,,
P00614,Oxyuranus scutellatus scutellatus (Australian taipan),8667,Phospholipase A2 family,119,,LD(50) is 0.3 mg/kg by intravenous injection.,DISULFID:7,,,,
Q9W7J4,Pseudonaja textilis (Eastern brown snake),8673,Phospholipase A2 family,154,,,DISULFID:7,,,,
P06859,Trimeresurus flavoviridis (Habu) (Protobothrops flavoviridis),88087,Phospholipase A2 family,138,,,DISULFID:7,,,,
P00625,Trimeresurus okinavensis (Hime-habu) (Ovophis okinavensis),8769,Phospholipase A2 family,139,,,DISULFID:7,,,,
P14420,Vipera ammodytes meridionalis (Eastern sand viper),73841,Phospholipase A2 family,122,,,DISULFID:7,,,,
Q8JFG0,Vipera aspis aspis (Aspic viper),194601,Phospholipase A2 family,138,,,DISULFID:7,,,,
Q10754,Vipera aspis zinnikeri (Viper),55427,Phospholipase A2 family,138,,,DISULFID:7,,,,
P18997,Agkistrodon halys pallas (Chinese water mocassin) (Gloydius halys pallas),8714,Phospholipase A2 family,32,,,,,,,
Q9PUI1,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,145,,,DISULFID:7,,,,
P24605,Bothrops asper (Terciopelo),8722,Phospholipase A2 family,121,,,DISULFID:7,,,,
Q9I834,Bothrops moojeni (Lance-headed viper) (Caissaca),98334,Phospholipase A2 family,122,,,DISULFID:7,,,,
P82287,Bothrops pirajai (Piraja's lance head),113192,Phospholipase A2 family,121,,,DISULFID:7,,,,
Q8QFW3,Bungarus caeruleus (Indian krait),132961,Phospholipase A2 family,147,,,DISULFID:7,,,,
P00618,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,145,,LD(50) is 0.066 mg/kg by intraperitoneal injection in beta-3 bungarotoxin and 0.073 mg/kg in beta-4.,DISULFID:7,,,,
P81165,Cerrophidion godmani (Porthidium godmani) (Bothrops godmani),44722,Phospholipase A2 family,121,,,DISULFID:7,,,,
P10116,Laticauda colubrina (Yellow-lipped sea krait),8628,Phospholipase A2 family,118,,LD(50) is 0.045 mg/kg by intravenous injection.,DISULFID:7,,,,
P24645,Maticora bivirgata (Long-glanded coral snake) (Calliophis bivirgata),8633,Phospholipase A2 family,38,,,,,,,
P21791,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,Phospholipase A2 family,28,,,,,,,
P00608,Notechis scutatus scutatus (Mainland tiger snake) (Common tiger snake),70142,Phospholipase A2 family,119,,LD(50) is 0.025 mg/kg by intravenous injection.,DISULFID:7,,,,
Q9DF33,Ophiophagus hannah (King cobra) (Naja hannah),8665,Phospholipase A2 family,146,,,DISULFID:7,,,,
P00615,Oxyuranus scutellatus scutellatus (Australian taipan),8667,Phospholipase A2 family,118,,,DISULFID:7,,,,
Q9W7J3,Pseudonaja textilis (Eastern brown snake),8673,Phospholipase A2 family,154,,,DISULFID:7,,,,
Q10755,Vipera aspis zinnikeri (Viper),55427,Phospholipase A2 family,122,,,DISULFID:7,,,,
P14421,Agkistrodon halys pallas (Chinese water mocassin) (Gloydius halys pallas),8714,Phospholipase A2 family,122,,,DISULFID:7,,,,
Q9PRG0,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,145,,,DISULFID:5,This enzyme lacks two of the seven disulfide bonds found in similar PA2 proteins.,,,
Q9PVE3,Bothrops asper (Terciopelo),8722,Phospholipase A2 family,138,,,DISULFID:7,,,,
P58464,Bothrops pirajai (Piraja's lance head),113192,Phospholipase A2 family,120,,,DISULFID:7,,,,
P00619,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,147,,LD(50) is 0.13 mg/kg by intraperitoneal injection.,DISULFID:7,,,,
Q8UUI0,Laticauda colubrina (Yellow-lipped sea krait),8628,Phospholipase A2 family,155,,,DISULFID:7,,,,
P00612,Laticauda semifasciata (Broad-banded blue sea snake) (Erabu sea snake),8631,Phospholipase A2 family,118,,,DISULFID:7,,,,
P21792,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,Phospholipase A2 family,28,,,,,,,
P00609,Notechis scutatus scutatus (Mainland tiger snake) (Common tiger snake),70142,Phospholipase A2 family,119,,LD(50) is 0.045 mg/kg by intravenous injection.,DISULFID:7,,,,
Q9DF56,Ophiophagus hannah (King cobra) (Naja hannah),8665,Phospholipase A2 family,152,,,DISULFID:7,,,,
P00616,Oxyuranus scutellatus scutellatus (Australian taipan),8667,Phospholipase A2 family,133,,,CARBOHYD:1,Eight disulfide bonds are present (Probable).,,,
Q92152,Trimeresurus okinavensis (Hime-habu) (Ovophis okinavensis),8769,Phospholipase A2 family,137,,,DISULFID:7,,,,
P82894,Trimeresurus stejnegeri (Chinese green tree viper),39682,Phospholipase A2 family,28,,,,,,,
Q9PUI0,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,147,,,DISULFID:7,,,,
Q9PRT7,Bothrops asper (Terciopelo),8722,Phospholipase A2 family,23,fragment,,,,,,
P17934,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,147,,,DISULFID:7,,,,
Q02471,Daboia russelli siamensis (Siamese Russell's viper) (Vipera russelli siamensis),8708,Phospholipase A2 family,138,,LD(50) is 0.32 mg/kg by intravenous injection for RV-4 and 0.15 mg/kg for RV-4/RV-7 complex.,DISULFID:7,,,,
P59170,Echis carinatus sochureki (Saw-scaled viper),124223,Phospholipase A2 family,139,,,DISULFID:7,,,,
Q8UUH9,Laticauda colubrina (Yellow-lipped sea krait),8628,Phospholipase A2 family,155,,,DISULFID:7,,,,
P00613,Laticauda semifasciata (Broad-banded blue sea snake) (Erabu sea snake),8631,Phospholipase A2 family,118,,,DISULFID:7,,,,
P82895,Trimeresurus stejnegeri (Chinese green tree viper),39682,Phospholipase A2 family,24,,,,,,,
Q9PUH9,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,147,,,DISULFID:7,,,,
P59018,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,137,,,DISULFID:7,,,,
P59171,Echis ocellatus (Ocellated saw-scaled viper),99586,Phospholipase A2 family,138,,,DISULFID:7,,,,
P59172,Echis pyramidum leakeyi (Leakey's carpet viper) (Echis carinatus leakeyi),38415,Phospholipase A2 family,139,,,DISULFID:7,,,,
Q8UW31,Lapemis hardwickii (Hardwick's sea snake),8781,Phospholipase A2 family,152,,,DISULFID:7,,,,
Q8UUH8,Laticauda colubrina (Yellow-lipped sea krait),8628,Phospholipase A2 family,145,,,DISULFID:7,,,,
P82896,Trimeresurus stejnegeri (Chinese green tree viper),39682,Phospholipase A2 family,122,,,DISULFID:7,,,,
Q9PUH8,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,147,,,DISULFID:7,,,,
P00627,Bungarus fasciatus (Banded krait),8613,Phospholipase A2 family,118,,LD(50) is 3.6 mg/kg by intraperitoneal injection.,DISULFID:7,,,,
Q90251,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,137,,,DISULFID:7,,,,
Q8UUH7,Laticauda colubrina (Yellow-lipped sea krait),8628,Phospholipase A2 family,154,,,DISULFID:7,,,,
Q9PUH7,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,144,,,DISULFID:7,,,,
Q9PU97,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,137,,,DISULFID:7,,,,
P31100,Daboia russelli siamensis (Siamese Russell's viper) (Vipera russelli siamensis),8708,Phospholipase A2 family,138,,,DISULFID:7,,,,
Q8UW30,Lapemis hardwickii (Hardwick's sea snake),8781,Phospholipase A2 family,118,,,DISULFID:7,,,,
Q9PWR6,Vipera palaestinae (Palestine viper) (Pseudocerastes palaestinae),48068,Phospholipase A2 family,138,,,DISULFID:7,,,,
Q9PUH6,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,145,,,DISULFID:7,,,,
P59071,Daboia russelli pulchella (Russell's viper),97228,Phospholipase A2 family,121,,LD(50) is 5.3 mg/kg body weight by intraperitoneal injection into mice.,DISULFID:7,,,,
Q9YGJ7,Vipera palaestinae (Palestine viper) (Pseudocerastes palaestinae),48068,Phospholipase A2 family,137,,,DISULFID:7,,,,
Q9PUH5,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,145,,,DISULFID:7,,,,
Q7LZQ4,Agkistrodon caliginosus (Korean viper) (Gloydius ussuriensis),35671,Phospholipase A2 family,124,,,DISULFID:7,,,,
Q9PVF1,Agkistrodon rhodostoma (Malayan pit viper) (Calloselasma rhodostoma),8717,Phospholipase A2 family,126,,,DISULFID:7,,,,
P00628,Bungarus fasciatus (Banded krait),8613,Phospholipase A2 family,118,,,DISULFID:7,,,,
Q9PTA1,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,138,,,DISULFID:6,This enzyme lacks one of the seven disulfide bonds found in similar PA2 proteins.,,,
P08878,Crotalus durissus terrificus (South American rattlesnake),8732,Phospholipase A2 family,138,,,DISULFID:7; MOD_RES:2,,,,
P18998,Crotalus scutulatus scutulatus (Mojave rattlesnake),8738,Phospholipase A2 family,138,,,DISULFID:7; MOD_RES:1,,,,
P81166,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,Phospholipase A2 family,118,,,DISULFID:7,,,,
Q92084,Naja sputatrix (Malayan spitting cobra),33626,Phospholipase A2 family,146,,,DISULFID:7,,,,
P23026,Pseudonaja textilis (Eastern brown snake),8673,Phospholipase A2 family,118,,All subunits are necessary for maximum lethality. LD(50) is 0.001 mg/kg by intraperitoneal injection.,DISULFID:7,,,,
P59264,Trimeresurus flavoviridis (Habu) (Protobothrops flavoviridis),88087,Phospholipase A2 family,122,,,DISULFID:7,,,,
Q90W39,Trimeresurus mucrosquamatus (Taiwan habu) (Protobothrops mucrosquamatus),103944,Phospholipase A2 family,138,,LD(50) is 1.2 mg/kg by intravenous injection into mice.,DISULFID:7,,,,
P00626,Vipera ammodytes ammodytes (Western sand viper),8705,Phospholipase A2 family,138,,LD(50) is 0.021 mg/kg by intravenous injection.,DISULFID:7,,,,
Q98996,Vipera palaestinae (Palestine viper) (Pseudocerastes palaestinae),48068,Phospholipase A2 family,138,,,DISULFID:7,,,,
P82892,Trimeresurus stejnegeri (Chinese green tree viper),39682,Phospholipase A2 family,16,,,,,,,
P82893,Trimeresurus stejnegeri (Chinese green tree viper),39682,Phospholipase A2 family,70,,,DISULFID:1,,,,
Q9PVF0,Agkistrodon rhodostoma (Malayan pit viper) (Calloselasma rhodostoma),8717,Phospholipase A2 family,126,,,DISULFID:7,,,,
P00629,Bungarus fasciatus (Banded krait),8613,Phospholipase A2 family,118,,,DISULFID:7,,,,
Q9PTA7,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,133,,,DISULFID:7,,,,
P62022,Crotalus durissus terrificus (South American rattlesnake),8732,Phospholipase A2 family,138,,,DISULFID:7,,,,
P62023,Crotalus scutulatus scutulatus (Mojave rattlesnake),8738,Phospholipase A2 family,138,,,DISULFID:7,,,,
P81167,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,Phospholipase A2 family,118,,,DISULFID:7,,,,
Q92085,Naja sputatrix (Malayan spitting cobra),33626,Phospholipase A2 family,146,,,DISULFID:7,,,,
P23027,Pseudonaja textilis (Eastern brown snake),8673,Phospholipase A2 family,121,,All subunits are necessary for maximum lethality. LD(50) is 0.001 mg/kg by intraperitoneal injection.,DISULFID:7,,,,
P59265,Trimeresurus flavoviridis (Habu) (Protobothrops flavoviridis),88087,Phospholipase A2 family,122,,,DISULFID:7,,,,
P14424,Vipera ammodytes ammodytes (Western sand viper),8705,Phospholipase A2 family,138,,LD(50) is 0.58 mg/kg by intravenous injection. Ammodytoxin B is 29 times less toxic than ammodytoxin A.,DISULFID:7,,,,
Q9PVE9,Agkistrodon rhodostoma (Malayan pit viper) (Calloselasma rhodostoma),8717,Phospholipase A2 family,139,,,DISULFID:7,,,,
Q9PTA6,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,138,,,DISULFID:7,,,,
Q92086,Naja sputatrix (Malayan spitting cobra),33626,Phospholipase A2 family,146,,,DISULFID:7,,,,
P30811,Pseudonaja textilis (Eastern brown snake),8673,Phospholipase A2 family,118,,All subunits are necessary for maximum lethality. LD(50) is 0.001 mg/kg by intraperitoneal injection.,DISULFID:7,,,,
P11407,Vipera ammodytes ammodytes (Western sand viper),8705,Phospholipase A2 family,138,,,DISULFID:7,,,,
Q9PVF4,Agkistrodon rhodostoma (Malayan pit viper) (Calloselasma rhodostoma),8717,Phospholipase A2 family,137,,,DISULFID:7,,,,
Q7LZQ6,Bungarus fasciatus (Banded krait),8613,Phospholipase A2 family,31,,,,,,,
Q9PTA5,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,137,,,DISULFID:7,,,,
