Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
P0C2K4,Loxosceles gaucho (Spider),58216,Arthropod phospholipase D family,36,fragment,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;
P0C2K5,Loxosceles gaucho (Spider),58216,Arthropod phospholipase D family,7,fragment,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;
P0C2K6,Loxosceles gaucho (Spider),58216,Arthropod phospholipase D family,35,fragment,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;
P0C2K9,Loxosceles gaucho (Spider),58216,Arthropod phospholipase D family,9,fragment,,,Contains 2 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),1: Evidence at protein level;
Q9BHB7,Conus textile (Cloth-of-gold cone),6494,Conotoxin O2 superfamily,79,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P83661,Cyphononyx fulvognathus (Spider wasp) (Cyphononyx dorsalis),246266,,8,,,,,GO:0005615 (extracellular space),,1: Evidence at protein level;
Q8I6R2,Conus vexillum (Flag cone),89431,Conotoxin M superfamily,68,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q45RU8,Conus striatus (Striated cone),6493,,44,fragment,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region),,2: Evidence at transcript level;
C7T183,Conus ebraeus (Hebrew cone),89425,Conotoxin O1 superfamily,69,fragment,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
C7T1P5,Conus ebraeus (Hebrew cone),89425,Conotoxin O1 superfamily,69,fragment,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P58843,Conus quercinus (Oak cone),101313,,25,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C352,Conus spurius (Alphabet cone),192919,,32,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P58923,Conus tulipa (Fish-hunting cone snail) (Tulip cone),6495,,30,,,DISULFID:3; MOD_RES:2,"Three different forms of TVIIA exist. Pro-10 and Pro-11 of conotoxin TVIIA are hydroxylated in TVIIA, whereas Pro-10 is not hydroxylated in [Pro10]TVIIA and neither Pro-10 nor Pro-11 are hydroxylated in [Pro10,11]TVIIA. {ECO:0000269|PubMed:10903496}.",GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C847,Gemmula diomedea (Gem-turris),439588,Pg turripeptide superfamily,82,,,DISULFID:3; MOD_RES:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0C848,Gemmula kieneri (Kiener's gem-turris),535937,Pg turripeptide superfamily,81,,,DISULFID:3; MOD_RES:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0C846,Gemmula sogodensis (Gem-turris),439591,Pg turripeptide superfamily,82,,,DISULFID:3; MOD_RES:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0C845,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,Pg turripeptide superfamily,82,,,DISULFID:3; MOD_RES:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0C850,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,Pg turripeptide superfamily,82,,,DISULFID:3; MOD_RES:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0C844,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,Pg turripeptide superfamily,35,,,DISULFID:3; MOD_RES:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C849,Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa),439592,Pg turripeptide superfamily,36,,,DISULFID:3; MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CY87,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,59,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
P0CY86,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,63,,,DISULFID:2; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CY75,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,65,,,DISULFID:2; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CAQ4,Conus achatinus (Little frog cone),369967,Conotoxin A superfamily,64,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
Q6PTD7,Conus quercinus (Oak cone),101313,Conotoxin A superfamily,67,,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
P0CAQ5,Conus achatinus (Little frog cone),369967,Conotoxin A superfamily,64,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
Q6PPB3,Conus quercinus (Oak cone),101313,Conotoxin A superfamily,67,,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
A1X8C6,Conus quercinus (Oak cone),101313,Conotoxin A superfamily,40,fragment,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P0CB07,Conus ammiralis (Admiral cone),97188,Conotoxin A superfamily,60,,,DISULFID:2; MOD_RES:2,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P0CE73,Conus bandanus (Banded marbled cone),72279,Conotoxin A superfamily,65,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
P0C1V9,Conus caracteristicus (Characteristic cone),89440,Conotoxin A superfamily,62,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
D4HPD6,Conus catus (Cat cone),101291,Conotoxin A superfamily,59,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
Q6PTD5,Conus leopardus (Leopard cone),101306,Conotoxin A superfamily,68,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
Q2I2R8,Conus litteratus (Lettered cone),89445,Conotoxin A superfamily,68,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
Q6PTD1,Conus marmoreus (Marble cone),42752,Conotoxin A superfamily,65,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
A0SE60,Conus pulicarius (Flea-bite cone),93154,Conotoxin A superfamily,67,,,DISULFID:2; MOD_RES:2,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P0C8V1,Conus stercusmuscarum (Fly-specked cone),89452,Conotoxin A superfamily,61,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
P0C1W4,Conus striatus (Striated cone),6493,Conotoxin A superfamily,62,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
P0CY88,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,66,,,MOD_RES:1,"Contains 2 disulfide bonds (By similarity). They are not indicated here, since framework I presents two different connectivities (I-III, II-IV and I-IV, II-III). {ECO:0000250}.",GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CY76,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,36,fragment,,,"Contains 2 disulfide bonds (By similarity). They are not indicated here, since framework I presents two different connectivities (I-III, II-IV and I-IV, II-III). {ECO:0000250}.",GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CY77,Conus bullatus (Bubble cone),89438,Conotoxin A superfamily,41,fragment,,DISULFID:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CB08,Conus ammiralis (Admiral cone),97188,Conotoxin A superfamily,64,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P0CE74,Conus bandanus (Banded marbled cone),72279,Conotoxin A superfamily,18,fragment,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
P0C1W0,Conus caracteristicus (Characteristic cone),89440,Conotoxin A superfamily,68,,,DISULFID:2; MOD_RES:2,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
Q6PTD4,Conus leopardus (Leopard cone),101306,Conotoxin A superfamily,68,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
Q2I2R7,Conus litteratus (Lettered cone),89445,Conotoxin A superfamily,68,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
A6M934,Conus marmoreus (Marble cone),42752,Conotoxin A superfamily,68,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
A1X8D8,Conus pulicarius (Flea-bite cone),93154,Conotoxin A superfamily,41,fragment,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
E2DIH5,Conus victoriae (Queen Victoria cone),319920,Conotoxin A superfamily,64,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P0C1Y2,Conus bandanus (Banded marbled cone),72279,Conotoxin A superfamily,62,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
Q2I2R6,Conus litteratus (Lettered cone),89445,Conotoxin A superfamily,64,,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
A0SE59,Conus marmoreus (Marble cone),42752,Conotoxin A superfamily,68,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
A1X8D9,Conus pulicarius (Flea-bite cone),93154,Conotoxin A superfamily,36,fragment,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
E2DIH6,Conus victoriae (Queen Victoria cone),319920,Conotoxin A superfamily,64,,,DISULFID:2; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
C6ZJQ2,Conus pulicarius (Flea-bite cone),93154,Conotoxin A superfamily,69,,,DISULFID:2,,GO:2000272 (negative regulation of receptor activity); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level;
P0CAQ8,Conus quercinus (Oak cone),101313,Conotoxin A superfamily,40,fragment,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P86362,Conus tessulatus (Tessellate cone),101317,Conotoxin A superfamily,20,,,DISULFID:2,,GO:2000272 (negative regulation of receptor activity); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level;
P0CAQ9,Conus quercinus (Oak cone),101313,Conotoxin A superfamily,40,fragment,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P0C8U3,Conus brunneus (Wood's brown cone),101289,Conotoxin A superfamily,13,,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
A1X8B6,Conus leopardus (Leopard cone),101306,Conotoxin A superfamily,68,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
P0C8U5,Conus monachus (Cone snail),89446,Conotoxin A superfamily,17,fragment,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
P0C8U8,Conus pulicarius (Flea-bite cone),93154,Conotoxin A superfamily,81,,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
P0C8U9,Conus pulicarius (Flea-bite cone),93154,Conotoxin A superfamily,81,,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
A1X8D0,Conus quercinus (Oak cone),101313,Conotoxin A superfamily,41,fragment,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P0CAQ6,Conus leopardus (Leopard cone),101306,Conotoxin A superfamily,61,,,DISULFID:2; MOD_RES:2,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P0CAQ7,Conus leopardus (Leopard cone),101306,Conotoxin A superfamily,40,fragment,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
P0C8V0,Conus pulicarius (Flea-bite cone),93154,Conotoxin A superfamily,58,,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
A1X8D1,Conus quercinus (Oak cone),101313,Conotoxin A superfamily,38,fragment,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
A1X8C3,Conus leopardus (Leopard cone),101306,Conotoxin A superfamily,64,,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
A1X8C2,Conus leopardus (Leopard cone),101306,Conotoxin A superfamily,64,,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
F5C3U4,Conus marmoreus (Marble cone),42752,Conotoxin A superfamily,69,,,DISULFID:2; MOD_RES:3,"Two 4-hydroxyprolines have been detected by MS but the assignment of which of the three prolines is modified is uncertain (PubMed:23152539, and PubMed:24351107).",GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
A1X8D6,Conus leopardus (Leopard cone),101306,Conotoxin A superfamily,37,fragment,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P0C901,Conus leopardus (Leopard cone),101306,Conotoxin A superfamily,43,,,DISULFID:2,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P85886,Conus spurius (Alphabet cone),192919,Conotoxin A superfamily,69,,,DISULFID:2; MOD_RES:4,Occurs in 2 forms which differ in the post-translational modification of Glu-60. In form SrA1 Glu-60 is 4-carboxyglutamate while in form SrA2 Glu-60 is unmodified. {ECO:0000269|PubMed:17635581}.,GO:2000272 (negative regulation of receptor activity); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level;
P56639,Conus aulicus (Princely cone),89437,Conotoxin A superfamily,56,,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
